id_espece;nom_espece
2365;PERSIL FRISE BIO
2366;PERSIL FRISE BIO
2367;PERSIL FRISE
2368;PERSIL (ARCHIVÉ 12-04-21)
2369;PERSIL PLAT
2370;PERSIL PLAT BIO
2371;PERSIL PLAT BIO
2372;PERSIL PLAT
2373;POIVRON
2374;POIVRON BIO
2375;TOMATE
2376;CHOU-BROCOLI
2377;PHYSALIS
2378;PHYSALIS
2379;MELON
2380;ROMAINE
2381;TOMATE
2382;AUBERGINE
2383;CONCOMBRE
2384;CONCOMBRE BIO
2385;BASILIC
2386;TOMATE CONSERVE
2387;PIMENT
2388;PIMENT BIO
2389;PIMENT BIO
2390;PIMENT
2391;TOMATE
2392;TOMATE BIO
2393;CHOU-ROUGE
2394;TOMATE
2395;TOMATE
2396;COURGE BIO
2397;POIVRON
2398;AUBERGINE
2399;CHENE ROUGE
2400;CHENE ROUGE BIO
2401;CHOU-ROMANESCO
2402;CHOU-ROMANESCO BIO
2403;SUCRINE
2404;SUCRINE BIO
2405;BATAVIA BLONDE
2406;BATAVIA BLONDE BIO
2407;PISSENLIT
2408;PISSENLIT
2409;COURGETTE
2410;AROMATIQUE
2411;AROMATIQUE
2412;BATAVIA BLONDE
2413;COURGETTE
2414;CHOU-LISSE
2415;CHOU-FLEUR
2416;POIREAU
2417;COURGE
2418;COURGE BIO
2419;CHOU-POINTU
2420;POIREAU
2421;POIREAU BIO
2422;POIREAU BIO
2423;POIREAU
2424;POIREE ROUGE BIO
2425;POIREE ROUGE BIO
2426;POIREE VERTE BIO
2427;POIREE VERTE BIO
2428;POIS
2429;POIS BIO
2430;POIS BIO
2431;POIS
2432;POIVRON
2433;POIVRON BIO
2434;POIVRON BIO
2435;POIVRON
2436;PATISSON
2437;CHOU-ROMANESCO
2438;HARICOT
2439;HARICOT BIO
2440;CHOU-BROCOLI
2441;THYM
2442;CHENE BLONDE
2443;THYM
2444;BATAVIA BLONDE
2445;PORTE GREFFE
2446;PORTE GREFFE BIO
2447;PORTE GREFFE BIO
2448;PORTE GREFFE
2449;POIREAU
2450;POTIMARRON
2451;POTIMARRON BIO
2452;POTIMARRON BIO
2453;POTIMARRON
2454;POTIRON
2455;POTIRON
2456;POTIRON
2457;POURPIER
2458;BASILIC
2459;POIVRON
2460;CONCOMBRE
2461;CHOU-CABUS
2462;POIVRON
2463;POIVRON BIO
2464;ROMAINE
2465;FENOUIL
2466;FENOUIL BIO
2467;OIGNON
2468;TOMATE
2469;TOMATE BIO
2470;PASTEQUE
2471;DIVERS BIO
2472;PASTEQUE BIO
2473;CHOU-ROUGE
2474;CHOU-BROCOLI BIO
2475;TOMATE
2476;PASTEQUE
2477;PASTEQUE
2478;COURGE BIO
2479;COURGE
2480;PASTEQUE
2481;CHOU-ROUGE
2482;CHOU-ROUGE BIO
2483;MACHE
2484;CELERI RAVE
2485;CHOU-LISSE
2486;SCAROLE
2487;CELERI RAVE BIO
2488;CELERI RAVE
2489;POIVRON
2490;CHOU-CABUS
2491;BASILIC BIO
2492;BASILIC
2493;TOMATE
2494;TOMATE BIO
2495;PORTE GREFFE
2496;PORTE GREFFE BIO
2497;COURGE
2498;CHOU-FRISE
2499;TOMATE
2500;TOMATE BIO
2501;CHOU-FLEUR
2502;PIMENT
2503;TOMATE
2504;TOMATE BIO
2505;CONCOMBRE
2506;CONCOMBRE BIO
2507;CHENE BLONDE
2508;CONCOMBRE
2509;CHENE BLONDE
2510;CHOU-CHINOIS
2511;CHOU-CHINOIS BIO
2512;CHENE BLONDE
2513;CHOU-RAVE
2514;COURGETTE
2515;CHENE BLONDE
2516;COURGETTE
2517;COURGETTE BIO
2518;BATAVIA BLONDE
2519;CHENE BLONDE
2520;COURGE
2521;BLETTE
2522;BLETTE BIO
2523;EPINARD
2524;EPINARD BIO
2525;PORTE GREFFE
2526;RADIS RAVE
2527;DIVERS BIO
2528;RADIS RAVE
2529;POIVRON
2530;POIVRON BIO
2531;ROUGETTE
2532;ROUGETTE BIO
2533;CHICOREE
2534;TOMATE
2535;POIVRON
2536;ROMAINE
2537;CHOU-CHOUCROUTE
2538;HARICOT
2539;HARICOT BIO
2540;POIVRON BIO
2541;AUBERGINE
2542;AUBERGINE BIO
2543;TOMATE
2544;TOMATE
2545;CHOU-LISSE ROUGE
2546;TOMATE
2547;TOMATE
2548;OIGNON
2549;FRISEE BIO
2550;CHOU-BRUXELLES
2551;OIGNON
2552;OIGNON BIO
2553;CHOU-KALE
2554;CHOU-KALE BIO
2555;OIGNON
2556;BLETTE
2557;BLETTE BIO
2558;POIREE ROUGE BIO
2559;CHOU-ROUGE
2560;TOMATE CONSERVE BIO
2561;CHOU-CABUS
2562;POTIMARRON
2563;OIGNON
2564;OIGNON BIO
2565;CHOU-ROUGE
2566;OIGNON
2567;CHOU-FLEUR
2568;CHOU-FLEUR BIO
2569;TOMATE
2570;TOMATE BIO
2571;OIGNON
2572;OIGNON
2573;TOMATE CONSERVE
2574;CHOU-ROUGE
2575;PASTEQUE
2576;TOMATE
2577;CORNICHON
2578;ROUGETTE BIO
2579;COURGE
2580;ROUGETTE
2581;CHOU-POINTU
2582;BASILIC BIO
2583;PASTEQUE
2584;LAITUE
2585;LAITUE BIO
2586;CHOU-FLEUR
2587;POIVRON
2588;POIVRON BIO
2589;CHENE ROUGE BIO
2590;CHENE ROUGE
2591;COURGETTE
2592;CONCOMBRE
2593;CHOU-ROUGE
2594;CHOU-ROUGE BIO
2595;CHOU-ROUGE
2596;OIGNON
2597;RETOUR PLATEAUX SALADE BIO
2598;RETOUR PLATEAUX SALADE BIO
2599;RETOUR PLATEAUX SALADE
2600;TOMATE
2601;TOMATE BIO
2602;MELON
2603;MELON BIO
2604;MACHE
2605;CELERI RAVE
2606;POIVRON
2607;TOMATE
2608;BETTERAVE
2609;BLETTE
2610;DIVERS BIO
2611;AUBERGINE
2612;MELON
2613;COURGETTE
2614;CHOU-FRISE
2615;CHOU-FRISE BIO
2616;TOMATE
2617;AUBERGINE
2618;AUBERGINE BIO
2619;TOMATE
2620;TOMATE BIO
2621;CHOU-BROCOLI
2622;PERSIL FRISE
2623;PERSIL FRISE BIO
2624;MELON
2625;POIVRON
2626;MELON BIO
2627;PERSIL FRISE
2628;AUBERGINE
2629;BATAVIA BLONDE
2630;BATAVIA BLONDE BIO
2631;CONCOMBRE
2632;OIGNON
2633;CHOU-ROUGE BIO
2634;BATAVIA ROUGE
2635;CONCOMBRE BIO
2636;CHENE ROUGE
2637;ROMAINE
2638;ROMAINE BIO
2639;ROMAINE BIO
2640;ROMAINE
2641;ROMAINE
2642;TOMATE
2643;CHOU-ROUGE
2644;PASTEQUE
2645;ROMARIN
2646;ROMARIN BIO
2647;ROMARIN BIO
2648;ROMARIN
2649;ROMARIN BIO
2650;TOMATE
2651;PASTEQUE
2652;MELON
2653;COURGETTE
2654;COURGETTE BIO
2655;AUBERGINE
2656;AUBERGINE BIO
2657;FENOUIL
2658;FENOUIL BIO
2659;POIS BIO
2660;CHOU-ROUGE
2661;CHOU-ROUGE BIO
2662;LOLLO ROUGE
2663;ROQUETTE
2664;ROQUETTE BIO
2665;ROQUETTE BIO
2666;ROQUETTE
2667;TOMATE
2668;TOMATE
2669;TOMATE BIO
2670;OIGNON BIO
2671;POTIMARRON
2672;OIGNON
2673;OIGNON BIO
2674;CHICOREE
2675;ROUGETTE
2676;ROUGETTE BIO
2677;ROUGETTE BIO
2678;ROUGETTE
2679;ROUGETTE BIO
2680;ROUGETTE
2681;COURGE
2682;COURGE BIO
2683;TOMATE
2684;CHOU-ROUGE
2685;CHOU-ROUGE
2686;TOMATE
2687;PORTE GREFFE
2688;PORTE GREFFE BIO
2689;CHICOREE
2690;TOMATE
2691;CELERI BRANCHE BIO
2692;CELERI BRANCHE
2693;TOMATE
2694;TOMATE
2695;TOMATE BIO
2696;TOMATE
2697;TOMATE
2698;TOMATE CONSERVE
2699;CHOU-BROCOLI
2700;BATAVIA BLONDE
2701;TOMATE CONSERVE
2702;TOMATE CONSERVE BIO
2703;TOMATE
2704;TOMATE BIO
2705;SALADE
2706;SALADE BIO
2707;SALADE BIO
2708;SALADE
2709;LAITUE
2710;EPINARD
2711;EPINARD BIO
2712;BATAVIA BLONDE
2713;BATAVIA BLONDE BIO
2714;COURGETTE
2715;COURGETTE BIO
2716;ARTICHAUT
2717;ARTICHAUT BIO
2718;CHENE BLONDE
2719;POIVRON
2720;POIVRON BIO
2721;PORTE GREFFE
2722;PORTE GREFFE BIO
2723;TOMATE
2724;CHOU-CHINOIS
2725;SCAROLE
2726;TOMATE
2727;TOMATE BIO
2728;TOMATE BIO
2729;CHOU-BROCOLI
2730;MELON
2731;MELON BIO
2732;CHENE BLONDE
2733;CHENE BLONDE BIO
2734;SARRIETTE BIO
2735;SARRIETTE BIO
2736;SARRIETTE
2737;CHOU-CABUS
2738;BATAVIA BLONDE
2739;SARRASIN BIO
2740;SARRASIN BIO
2741;SARRIETTE
2742;TOMATE
2743;TOMATE BIO
2744;CHOU-FLEUR
2745;COURGETTE
2746;COURGETTE BIO
2747;SAUGE
2748;SAUGE BIO
2749;SAUGE BIO
2750;SAUGE
2751;CHOU-FRISE
2752;CHOU-FRISE
2753;CHOU-CHINOIS
2754;SCAROLE
2755;SCAROLE BIO
2756;SCAROLE BIO
2757;SCAROLE
2758;SCAROLE
2759;CHOU-CHINOIS
2760;CHOU-BROCOLI
2761;SCAROLE
2762;SCAROLE BIO
2763;MELON
2764;MELON BIO
2765;CHOU-CABUS
2766;LOLLO ROUGE
2767;LOLLO ROUGE BIO
2768;MAIS BIO
2769;CHOU-CHOUCROUTE
2770;CHOU-CHOUCROUTE
2771;CHOU-FLEUR
2772;MELON
2773;MELON BIO
2774;AUBERGINE
2775;PASTEQUE
2776;PASTEQUE BIO
2777;TOMATE
2778;CHOU-FRISE
2779;MULTIFEUILLE ROUGE
2780;BATAVIA BLONDE
2781;POIREAU
2782;AUBERGINE
2783;CONCOMBRE
2784;PIMENT
2785;AUBERGINE BIO
2786;PIMENT BIO
2787;AUBERGINE
2788;CHENE ROUGE
2789;CHENE ROUGE BIO
2790;COURGE
2791;DIVERS
2792;DIVERS BIO
2793;BATAVIA BLONDE
2794;BATAVIA BLONDE BIO
2795;CHOU-FLEUR
2796;COURGE
2797;BLETTE
2798;ROUGETTE
2799;BATAVIA BLONDE
2800;FRISEE
2801;OIGNON
2802;LAITUE
2803;LAITUE ROUGE
2804;FRISEE
2805;CHOU-LISSE
2806;TOMATE
2807;TOMATE BIO
2808;CONCOMBRE
2809;MELON
2810;MELON BIO
2811;MULTIFEUILLE BLONDE
2812;OIGNON
2813;CHOU-FLEUR
2814;CHOU-FLEUR
2815;CHOU-FLEUR BIO
2816;AUBERGINE
2817;MULTIFEUILLE BLONDE
2818;POIVRON
2819;PORTE GREFFE
2820;PORTE GREFFE BIO
2821;MELON
2822;PIMENT
2823;FENOUIL
2824;FENOUIL BIO
2825;TOMATE
2826;MELON
2827;PERSIL FRISE
2828;CHOU-BRUXELLES
2829;HARICOT
2830;HARICOT BIO
2831;CHOU-FLEUR
2832;OIGNON
2833;HARICOT
2834;CHOU-POINTU
2835;TOMATE
2836;TOMATE BIO
2837;DIVERS BIO
2838;ROQUETTE
2839;PASTEQUE BIO
2840;CHOU-FLEUR
2841;CHOU-FLEUR
2842;POIVRON
2843;COURGE
2844;COURGE
2845;COURGE BIO
2846;CHOU-BROCOLI
2847;CHOU-FRISE
2848;PERSIL PLAT
2849;PERSIL PLAT BIO
2850;POTIMARRON
2851;ICEBERG
2852;POIVRON
2853;POIVRON BIO
2854;COURGE
2855;CHOU-LISSE
2856;TOMATE
2857;TOMATE
2858;TOMATE BIO
2859;CHOU-BROCOLI
2860;CHOU-BROCOLI BIO
2861;MELON
2862;MELON BIO
2863;HARICOT
2864;HARICOT BIO
2865;DIVERS BIO
2866;CHOU-LISSE
2867;FRISEE
2868;CHOU-LISSE
2869;COURGETTE
2870;COURGETTE BIO
2871;COURGE
2872;COURGE BIO
2873;PORTE GREFFE
2874;PORTE GREFFE BIO
2875;PORTE GREFFE
2876;PORTE GREFFE BIO
2877;PASTEQUE
2878;PASTEQUE BIO
2879;CHOU-ROUGE BIO
2880;CHOU-FLEUR
2881;PIMENT
2882;SUCRINE
2883;SUCRINE BIO
2884;SUCRINE BIO
2885;COURGE BIO
2886;SUCRINE
2887;PASTEQUE
2888;PASTEQUE BIO
2889;AUBERGINE
2890;AUBERGINE BIO
2891;TOMATE
2892;TOMATE BIO
2893;CONCOMBRE
2894;EPINARD
2895;CHOU-FRISE
2896;PATISSON
2897;TOMATE
2898;TOMATE BIO
2899;TOMATE
2900;COURGETTE BIO
2901;COURGETTE
2902;MELON
2903;PASTEQUE
2904;TOMATE
2905;TOMATE BIO
2906;TOMATE
2907;TOMATE BIO
2908;TOMATE
2909;TOMATE BIO
2910;CHOU-FRISE
2911;CHOU-FLEUR VERT
2912;CHOU-FLEUR VERT BIO
2913;FRISEE
2914;BATAVIA BLONDE
2915;TOMATE CONSERVE
2916;CHOU-FLEUR
2917;EPINARD BIO
2918;MELON BIO
2919;MELON
2920;MELON
2921;MELON
2922;MELON
2923;TOMATE
2924;TOMATE
2925;COURGE
2926;POIVRON
2927;COURGETTE
2928;COURGETTE BIO
2929;CHOU-CHINOIS
2930;CHOU-CHINOIS BIO
2931;BATAVIA BLONDE
2932;TOMATE
2933;TOMATE BIO
2934;LAITUE
2935;CHOU-FLEUR
2936;CHOU-FLEUR BIO
2937;CHOU-CABUS
2938;TOMATE
2939;CHENE ROUGE
2940;CHENE ROUGE BIO
2941;CELERI BRANCHE BIO
2942;CELERI BRANCHE
2943;TOMATE
2944;TOMATE BIO
2945;TOMATE
2946;TOMATE BIO
2947;CHOU-FLEUR
2948;FENOUIL
2949;FENOUIL BIO
2950;TOMATE CONSERVE
2951;CHOU-POINTU
2952;FRISEE
2953;FRISEE BIO
2954;BATAVIA ROUGE
2955;BATAVIA ROUGE BIO
2956;CONCOMBRE BIO
2957;LAITUE
2958;COURGETTE
2959;POIVRON
2960;LOLLO BLONDE
2961;LOLLO BLONDE BIO
2962;ROMAINE
2963;TOMATE CONSERVE
2964;POIVRON
2965;COURGETTE
2966;TETRAGONE
2967;TETRAGONE BIO
2968;TETRAGONE BIO
2969;TETRAGONE
2970;BASILIC BIO
2971;BASILIC
2972;BASILIC BIO
2973;BASILIC
2974;CHOU-FLEUR
2975;CHOU-FLEUR BIO
2976;CHOU-BROCOLI
2977;LOLLO ROUGE
2978;LOLLO ROUGE BIO
2979;THYM
2980;THYM
2981;THYM BIO
2982;THYM BIO
2983;THYM BIO
2984;THYM
2985;COURGE
2986;TOMATE BIO
2987;COURGETTE
2988;COURGETTE BIO
2989;TOMATE
2990;TOMATE BIO
2991;MELON
2992;CONCOMBRE
2993;POIVRON
2994;BATAVIA BLONDE
2995;TOMATE
2996;CHOU-BROCOLI
2997;CHOU-BROCOLI BIO
2998;TOMATE
2999;COURGETTE BIO
3000;COURGE
3001;COURGE BIO
3002;TOMATE
3003;TOMATE BIO
3004;COURGETTE
3005;TOMATE CONSERVE BIO
3006;TOMATE
3007;TOMATE
3008;TOMATE BIO
3009;TOMATE BIO
3010;TOMATE CONSERVE
3011;TOMATE CONSERVE BIO
3012;TOMATE CONSERVE BIO
3013;TOMATE CONSERVE
3014;TOMATE
3015;LAITUE
3016;CHOU-FLEUR
3017;MELON
3018;SCAROLE
3019;PIMENT
3020;CHOU-LISSE
3021;CHOU-LISSE
3022;PASTEQUE
3023;MELON
3024;MELON BIO
3025;COURGETTE
3026;CHENE ROUGE
3027;CHENE ROUGE BIO
3028;OIGNON
3029;BATAVIA BLONDE
3030;LAITUE
3031;LAITUE BIO
3032;TRAITEMENT
3033;LOLLO ROUGE
3034;MULTIFEUILLE ROUGE
3035;MULTIFEUILLE ROUGE BIO
3036;LAITUE
3037;LAITUE BIO
3038;CHOU-ROUGE
3039;CHOU-LISSE ROUGE BIO
3040;AUBERGINE
3041;AUBERGINE BIO
3042;SUCRINE
3043;SUCRINE BIO
3044;PASTEQUE
3045;CHOU-FLEUR VERT
3046;COURGE
3047;TOMATE
3048;CHOU-FLEUR
3049;TOMATE
3050;CHOU-FLEUR
3051;CHOU-FLEUR
3052;CHOU-FLEUR BIO
3053;BATAVIA ROUGE
3054;CHOU-FLEUR
3055;MELON
3056;COURGE
3057;TOMATE
3058;MACHE
3059;MACHE BIO
3060;PASTEQUE
3061;CONCOMBRE
3062;TOMATE
3063;BATAVIA BLONDE
3064;TOMATE CONSERVE
3065;POIREAU
3066;TOMATE
3067;TOMATE
3068;POIVRON
3069;POIVRON BIO
3070;CHOU-FLEUR
3071;COURGETTE
3072;COURGETTE BIO
3073;OIGNON
3074;OIGNON BIO
3075;TOMATE
3076;CHOU-LISSE
3077;CHOU-LISSE BIO
3078;CHOU-FLEUR
3079;PORTE GREFFE
3080;PORTE GREFFE BIO
3081;CHOU-FLEUR
3082;POTIMARRON
3083;POTIMARRON BIO
3084;TOMATE CONSERVE
3085;TOMATE
3086;PAIN DE SUCRE
3087;PAIN DE SUCRE BIO
3088;MELON
3089;TOMATE CONSERVE
3090;CHOU-LISSE
3091;BUTTERNUT
3092;COURGE BIO
3093;POIVRON
3094;POIVRON BIO
3095;PASTEQUE
3096;OIGNON
3097;MELON
3098;MELON BIO
3099;PASTEQUE
3100;DIVERS BIO
3101;PASTEQUE BIO
3102;THYM
3103;THYM BIO
3104;FENOUIL
3105;CHOU-FLEUR
3106;POIVRON
3107;POIVRON
3108;SCAROLE
3109;PERSIL FRISE
3110;CARDON
3111;TOMATE
3112;AUBERGINE
3113;CHOU-ROMANESCO
3114;CHOU-ROMANESCO BIO
3115;BLETTE BIO
3116;MELON BIO
3117;VERVEINE
3118;VERVEINE BIO
3119;VERVEINE BIO
3120;VERVEINE
3121;VESCE BIO
3122;VESCE BIO
3123;BATAVIA BLONDE
3124;HARICOT
3125;HARICOT BIO
3126;PAIN DE SUCRE BIO
3127;CHOU-LISSE
3128;LAITUE
3129;COURGETTE
3130;FENOUIL
3131;FENOUIL BIO
3132;CONCOMBRE
3133;POIVRON BIO
3134;CONCOMBRE
3135;LAITUE
3136;HARICOT
3137;LOLLO BLONDE
3138;AUBERGINE BIO
3139;BATAVIA BLONDE
3140;COURGETTE
3141;COURGETTE BIO
3142;HARICOT
3143;HARICOT BIO
3144;CHOU-FLEUR VERT
3145;MACHE BIO
3146;COURGE
3147;COURGE BIO
3148;CHOU-CABUS
3149;CHOU-FLEUR
3150;SUCRINE
3151;BATAVIA BLONDE
3152;POIVRON
3153;POIVRON BIO
3154;MELON BIO
3155;TOMATE
3156;OIGNON
3157;TOMATE CONSERVE
3158;TOMATE CONSERVE
3159;POIVRON
3160;TOMATE
3161;LAITUE
3162;LAITUE BIO
3163;CHOU-FLEUR
3164;OIGNON
3165;CHOU-KALE
3166;CHOU-KALE BIO
3167;CHOU-KALE
3168;CHOU-KALE BIO
3169;CHOU-FRISE
3170;CHOU-FRISE
3171;CHOU-FRISE BIO
3172;EPINARD
3173;EPINARD BIO
3174;ROMAINE BIO
3175;MULTIFEUILLE ROUGE
3176;LOLLO ROUGE
3177;CHOU-CHINOIS
3178;EPINARD
3179;TOMATE BIO
3180;ROMAINE
3181;POIVRON
3182;TOMATE
3183;COURGETTE
3184;COURGETTE BIO
3185;MELON
3186;TOMATE
3187;TOMATE BIO
3188;TOMATE
3189;OIGNON
3190;TOMATE
3191;TOMATE BIO
3192;BATAVIA BLONDE
3193;BATAVIA BLONDE
3194;CHOU-CHINOIS
3195;POIVRON
3196;BATAVIA BLONDE
3197;AUBERGINE
3198;AUBERGINE BIO
3199;COURGETTE
3200;COURGETTE BIO
3201;COURGETTE
3202;COURGETTE BIO
3203;SCAROLE
3204;BATAVIA BLONDE
3205;CHENE BLONDE
3206;BATAVIA BLONDE
3207;BATAVIA BLONDE BIO
3208;BUTTERNUT
3209;HARICOT
3210;HARICOT BIO
3211;COURGE
3212;CHOU-LISSE
3213;LAITUE
3214;CONCOMBRE BIO
3215;COURGETTE
3216;COURGETTE BIO
3217;BATAVIA BLONDE
3218;TOMATE
