id_espece;nom_espece
1227;CHOU-FLEUR BIO
1228;CHENE BLONDE
1229;BATAVIA BLONDE
1230;BATAVIA BLONDE BIO
1231;PERSIL FRISE BIO
1232;FRISEE
1233;FRISEE BIO
1234;FRISEE BIO
1235;FRISEE
1236;FRISEE
1237;PERSIL FRISE
1238;PERSIL FRISE BIO
1239;CHOU-BRUXELLES
1240;TOMATE CONSERVE
1241;HARICOT
1242;PIMENT
1243;MELON
1244;OIGNON
1245;CHOU-ROUGE
1246;CHOU-ROUGE BIO
1247;LAITUE
1248;MELON
1249;POIREAU
1250;POIREAU BIO
1251;MACHE
1252;MACHE BIO
1253;TOMATE
1254;TOMATE BIO
1255;TOMATE
1256;MELON BIO
1257;MELON
1258;COURGETTE
1259;COURGETTE BIO
1260;POIVRON
1261;AUBERGINE
1262;CHOU-FLEUR
1263;CHOU-FLEUR BIO
1264;CHENE ROUGE
1265;CHENE ROUGE BIO
1266;LAITUE
1267;MELON
1268;CONCOMBRE
1269;CONCOMBRE BIO
1270;TOMATE
1271;TOMATE
1272;TOMATE BIO
1273;COURGE
1274;AUBERGINE
1275;SUCRINE
1276;SUCRINE BIO
1277;LAITUE
1278;PERSIL PLAT
1279;PERSIL PLAT BIO
1280;MELON
1281;MELON BIO
1282;LAITUE
1283;FENOUIL
1284;FENOUIL BIO
1285;BASILIC
1286;BASILIC
1287;BASILIC
1288;COURGETTE
1289;COURGETTE BIO
1290;LOLLO ROUGE
1291;BATAVIA BLONDE
1292;BATAVIA BLONDE BIO
1293;TOMATE
1294;MULTIFEUILLE BLONDE
1295;MULTIFEUILLE BLONDE BIO
1296;LAITUE ROUGE
1297;LAITUE ROUGE BIO
1298;TOMATE
1299;AUBERGINE
1300;AUBERGINE BIO
1301;TOMATE
1302;TOMATE BIO
1303;CHOU-ROMANESCO
1304;CHOU-ROMANESCO BIO
1305;CHOU-BROCOLI
1306;LAITUE
1307;OIGNON
1308;BLETTE BIO
1309;CHOU-RAVE
1310;BATAVIA ROUGE
1311;COURGETTE
1312;COURGETTE BIO
1313;COURGETTE NON TRAITEE
1314;TOMATE
1315;TOMATE BIO
1316;CHENE BLONDE
1317;CHENE BLONDE BIO
1318;OIGNON
1319;MELON
1320;MELON BIO
1321;BATAVIA BLONDE
1322;BATAVIA BLONDE
1323;BATAVIA BLONDE BIO
1324;BETTERAVE BIO
1325;BETTERAVE
1326;HARICOT BIO
1327;COURGETTE
1328;CELERI BRANCHE
1329;POIVRON
1330;COURGETTE BIO
1331;TOMATE
1332;BATAVIA BLONDE
1333;BATAVIA BLONDE
1334;TOMATE
1335;TOMATE
1336;CHOU-BROCOLI
1337;POIVRON
1338;POIVRON BIO
1339;BATAVIA BLONDE
1340;BATAVIA BLONDE
1341;CELERI BRANCHE
1342;BATAVIA BLONDE
1343;PIMENT
1344;PIMENT BIO
1345;MELON
1346;MELON
1347;BATAVIA BLONDE
1348;TOMATE
1349;TOMATE BIO
1350;TOMATE
1351;TOMATE BIO
1352;POIVRON
1353;CHOU
1354;POIVRON
1355;CHOU-FLEUR VIOLET
1356;CHOU-FLEUR VIOLET BIO
1357;TOMATE
1358;TOMATE BIO
1359;BASILIC
1360;BASILIC BIO
1361;BASILIC BIO
1362;BATAVIA BLONDE
1363;TOMATE
1364;COURGETTE
1365;COURGETTE BIO
1366;COURGETTE
1367;BASILIC BIO
1368;ORIGAN BIO
1369;ORIGAN
1370;CHOU-BROCOLI
1371;CHOU-BROCOLI BIO
1372;CHOU-BROCOLI
1373;HARICOT
1374;HARICOT BIO
1375;ARTICHAUT
1376;ARTICHAUT BIO
1377;CHOU-CABUS
1378;COURGETTE
1379;TOMATE
1380;TOMATE BIO
1381;CONCOMBRE
1382;COURGETTE
1383;BATAVIA BLONDE
1384;TOMATE BIO
1385;HARICOT
1386;COURGETTE
1387;MACHE
1388;TOMATE
1389;PERSIL FRISE
1390;PERSIL FRISE BIO
1391;CHOU-LISSE
1392;BATAVIA BLONDE
1393;CHOU-FLEUR
1394;AROMATIQUE
1395;CHOU-CABUS
1396;MELON
1397;MELON BIO
1398;TOMATE
1399;TOMATE BIO
1400;CHENE ROUGE
1401;CHENE ROUGE BIO
1402;BATAVIA BLONDE
1403;CONCOMBRE
1404;CONCOMBRE BIO
1405;POIVRON
1406;TOMATE CONSERVE
1407;TOMATE CONSERVE BIO
1408;TOMATE CONSERVE
1409;TOMATE CONSERVE BIO
1410;TOMATE CONSERVE
1411;TOMATE CONSERVE
1412;TOMATE CONSERVE BIO
1413;TOMATE CONSERVE
1414;TOMATE CONSERVE
1415;TOMATE CONSERVE BIO
1416;TOMATE CONSERVE BIO
1417;TOMATE CONSERVE BIO
1418;TOMATE CONSERVE
1419;TOMATE CONSERVE BIO
1420;TOMATE CONSERVE
1421;TOMATE CONSERVE BIO
1422;TOMATE CONSERVE
1423;TOMATE CONSERVE
1424;TOMATE CONSERVE BIO
1425;TOMATE CONSERVE
1426;TOMATE CONSERVE BIO
1427;TOMATE CONSERVE
1428;TOMATE CONSERVE
1429;TOMATE CONSERVE BIO
1430;TOMATE CONSERVE BIO
1431;TOMATE CONSERVE BIO
1432;TOMATE CONSERVE
1433;TOMATE CONSERVE
1434;TOMATE CONSERVE BIO
1435;TOMATE CONSERVE
1436;TOMATE CONSERVE BIO
1437;TOMATE CONSERVE
1438;TOMATE CONSERVE
1439;TOMATE CONSERVE
1440;TOMATE CONSERVE
1441;TOMATE CONSERVE BIO
1442;TOMATE CONSERVE
1443;TOMATE CONSERVE
1444;TOMATE CONSERVE
1445;PIMENT
1446;MULTIFEUILLE ROUGE
1447;CHOU-KALE BIO
1448;MELON BIO
1449;COURGE
1450;BATAVIA BLONDE
1451;HARICOT
1452;HARICOT BIO
1453;HARICOT BIO
1454;HARICOT
1455;CORNICHON
1456;TOMATE
1457;TOMATE BIO
1458;MELON
1459;MELON BIO
1460;CONCOMBRE BIO
1461;BUTTERNUT
1462;BUTTERNUT BIO
1463;MULTIFEUILLE BLONDE
1464;MULTIFEUILLE BLONDE BIO
1465;TOMATE
1466;TOMATE BIO
1467;TOMATE
1468;BASILIC
1469;ANETH
1470;CHOU-FLEUR VIOLET
1471;PASTEQUE
1472;ORIGAN
1473;ORIGAN BIO
1474;BATAVIA BLONDE
1475;BATAVIA BLONDE BIO
1476;MELON
1477;TOMATE
1478;CORNICHON BIO
1479;TOMATE
1480;TOMATE
1481;TOMATE BIO
1482;MELON
1483;MELON
1484;CHENE ROUGE
1485;CHENE ROUGE BIO
1486;OIGNON
1487;TOMATE
1488;COURGETTE BIO
1489;ROMAINE
1490;ICEBERG
1491;ICEBERG BIO
1492;ICEBERG
1493;ICEBERG
1494;ICEBERG
1495;MELON
1496;BATAVIA BLONDE
1497;CHOU-BRUXELLES
1498;BATAVIA BLONDE
1499;PIMENT
1500;PIMENT BIO
1501;CHOU-LISSE BIO
1502;CHOU-LISSE
1503;CHOU-BROCOLI
1504;CHOU-BROCOLI BIO
1505;CELERI BRANCHE BIO
1506;CELERI BRANCHE
1507;ARTICHAUT
1508;BATAVIA BLONDE BIO
1509;COURGE
1510;CHICOREE
1511;TOMATE BIO
1512;TOMATE BIO
1513;TOMATE
1514;TOMATE
1515;FENOUIL
1516;FENOUIL BIO
1517;CHENE ROUGE
1518;PASTEQUE
1519;POIVRON
1520;ECHALOTE
1521;CONCOMBRE
1522;CONCOMBRE BIO
1523;CHOU-ROUGE
1524;CHOU-ROUGE BIO
1525;MELON
1526;MELON BIO
1527;COURGE
1528;CHOU-BROCOLI
1529;OIGNON
1530;MELON
1531;CELERI BRANCHE
1532;TOMATE
1533;TOMATE BIO
1534;AUBERGINE
1535;CONCOMBRE
1536;COURGE
1537;COURGE
1538;CHOU-FLEUR ORANGE
1539;CHOU-FLEUR ORANGE BIO
1540;BATAVIA BLONDE
1541;BATAVIA BLONDE BIO
1542;ROMAINE
1543;ROMAINE BIO
1544;COURGE
1545;CHOU-FRISE
1546;NAVET
1547;OIGNON BIO
1548;EPINARD
1549;AUBERGINE
1550;MACHE
1551;MACHE BIO
1552;ROMAINE BIO
1553;MELON
1554;MELON BIO
1555;CHOU-FLEUR
1556;CHOU-FLEUR
1557;CHOU-FLEUR BIO
1558;LAITUE ROUGE
1559;LAITUE ROUGE BIO
1560;BLETTE BIO
1561;AUBERGINE
1562;JEUNE POUSSE
1563;JEUNE POUSSE
1564;AUBERGINE
1565;CHENE BLONDE
1566;CHENE BLONDE BIO
1567;SCAROLE
1568;CHOU-CHINOIS
1569;CHOU-CHINOIS BIO
1570;MELON
1571;MELON BIO
1572;LOLLO BLONDE
1573;FRISEE
1574;COURGETTE
1575;TOMATE
1576;CHOU-FLEUR
1577;MELON
1578;POIS
1579;POIS BIO
1580;CHENE BLONDE
1581;COURGETTE
1582;COURGETTE BIO
1583;CHOU-CHINOIS BIO
1584;TOMATE
1585;TOMATE BIO
1586;LAITUE ROUGE
1587;CHOU-POINTU
1588;COURGETTE
1589;SCAROLE
1590;SCAROLE BIO
1591;TOMATE
1592;TOMATE BIO
1593;CHOU-CABUS
1594;CHOU-CABUS
1595;TOMATE
1596;TOMATE BIO
1597;OIGNON
1598;CHOU-FRISE
1599;CHOU-FLEUR
1600;TOMATE
1601;CHENE ROUGE
1602;POTIMARRON
1603;MELON
1604;MELON BIO
1605;TOMATE
1606;TOMATE BIO
1607;AUBERGINE
1608;AUBERGINE BIO
1609;POIS
1610;MELON
1611;CHOU-FLEUR
1612;CHENE BLONDE
1613;PASTEQUE
1614;FRISEE
1615;LAITUE
1616;LAITUE BIO
1617;CONCOMBRE
1618;CONCOMBRE BIO
1619;FRISEE
1620;AUBERGINE
1621;CHOU-FLEUR
1622;POIREAU
1623;COURGETTE
1624;COURGETTE BIO
1625;BATAVIA BLONDE
1626;ARTICHAUT
1627;TOMATE CONSERVE
1628;CHOU-CABUS
1629;POTIMARRON
1630;AUBERGINE
1631;ROUGETTE
1632;CHENE BLONDE
1633;CHENE BLONDE
1634;CHENE BLONDE
1635;CHENE BLONDE BIO
1636;CHENE BLONDE
1637;CHENE BLONDE
1638;CHENE BLONDE BIO
1639;TOMATE CONSERVE
1640;CHOU-CABUS
1641;CHOU-CHOUCROUTE
1642;CHOU-FLEUR
1643;LAITUE
1644;CHENE BLONDE
1645;CHENE BLONDE
1646;CHENE BLONDE BIO
1647;CHENE BLONDE
1648;FRISEE
1649;CHENE BLONDE
1650;OIGNON
1651;OIGNON BIO
1652;CHENE BLONDE
1653;CHENE BLONDE
1654;CHENE BLONDE BIO
1655;CHENE BLONDE
1656;CHENE BLONDE
1657;CHENE BLONDE BIO
1658;CHOU-CHINOIS
1659;CHENE BLONDE
1660;CHENE BLONDE BIO
1661;CHENE BLONDE
1662;CHENE BLONDE
1663;CHENE BLONDE BIO
1664;CHOU-ROUGE
1665;MELON BIO
1666;CONCOMBRE
1667;MELON
1668;EPINARD
1669;EPINARD
1670;CHOU-RAVE
1671;CHOU-RAVE BIO
1672;CONCOMBRE
1673;CONCOMBRE BIO
1674;TOMATE
1675;CHOU-RAVE
1676;CHOU-RAVE
1677;CHOU-RAVE BIO
1678;BETTERAVE
1679;CHOU-RAVE BIO
1680;CHOU-FLEUR
1681;MELON
1682;POIVRON
1683;POIVRON BIO
1684;BATAVIA ROUGE
1685;PORTE GREFFE
1686;POIREAU
1687;POIREAU BIO
1688;LAITUE
1689;LAITUE BIO
1690;PASTEQUE
1691;CHENE BLONDE
1692;BATAVIA BLONDE
1693;BATAVIA BLONDE
1694;BATAVIA BLONDE BIO
1695;PERSIL PLAT
1696;PERSIL PLAT BIO
1697;LAITUE
1698;LAITUE BIO
1699;LAITUE BIO
1700;LAITUE
1701;LAITUE
1702;LAITUE ROUGE
1703;LAITUE ROUGE BIO
1704;LAITUE ROUGE BIO
1705;LAITUE ROUGE
1706;CHENE ROUGE
1707;CHENE ROUGE BIO
1708;POIVRON
1709;POIVRON BIO
1710;TOMATE
1711;TOMATE
1712;LOLLO BLONDE
1713;CHOU-FLEUR
1714;CHOU-FLEUR
1715;PIMENT
1716;LAITUE BIO
1717;BLETTE
1718;CHOU-BROCOLI
1719;CHOU-BROCOLI BIO
1720;AUBERGINE
1721;LOLLO BLONDE
1722;PERSIL PLAT
1723;CHOU-FLEUR
1724;LAVANDE
1725;LAVANDE
1726;CHOU-ROMANESCO
1727;CHOU-ROMANESCO BIO
1728;CHOU-ROUGE
1729;TOMATE
1730;OIGNON
1731;CONCOMBRE
1732;AUBERGINE
1733;AUBERGINE
1734;AUBERGINE BIO
1735;TOMATE
1736;TOMATE BIO
1737;BASILIC BIO
1738;SCAROLE
1739;CHENE BLONDE
1740;CHOU-LISSE
1741;CHOU-FLEUR
1742;FENOUIL BIO
1743;CHICOREE
1744;FENOUIL
1745;SCAROLE
1746;ROQUETTE BIO
1747;PASTEQUE
1748;OIGNON BIO
1749;BUTTERNUT
1750;BATAVIA BLONDE
1751;BATAVIA BLONDE BIO
1752;TOMATE
1753;TOMATE
1754;BASILIC
1755;BASILIC BIO
1756;POIVRON
1757;POIVRON BIO
1758;LOLLO BLONDE
1759;LOLLO BLONDE BIO
1760;HARICOT BIO
1761;COURGETTE
1762;COURGETTE BIO
1763;COURGETTE
1764;COURGETTE BIO
1765;CELERI BRANCHE
1766;CHOU-CABUS
1767;PERSIL PLAT
1768;POIVRON
1769;POIVRON BIO
1770;TOMATE
1771;LOLLO BLONDE
1772;PERSIL FRISE BIO
1773;TOMATE CONSERVE
1774;AUBERGINE
1775;AUBERGINE BIO
1776;LIVECHE
1777;LIVECHE
1778;FRISEE
1779;CHOU-FLEUR
1780;CHOU-ROUGE
1781;COURGETTE
1782;COURGETTE BIO
1783;BASILIC
1784;COURGETTE
1785;COURGETTE BIO
1786;LOLLO (archivé)
1787;LOLLO BLONDE
1788;LOLLO BLONDE BIO
1789;LOLLO BLONDE BIO
1790;LOLLO BLONDE
1791;LOLLO BLONDE
1792;LOLLO (archivé)
1793;LOLLO ROUGE
1794;LOLLO ROUGE BIO
1795;LOLLO ROUGE BIO
1796;LOLLO ROUGE
1797;LOLLO ROUGE
1798;COURGE
1799;COURGE BIO
1800;COURGETTE
1801;TOMATE
1802;TOMATE
1803;BATAVIA BLONDE
1804;AUBERGINE
1805;CONCOMBRE
1806;CHENE BLONDE
1807;TOMATE
1808;CHOU-FLEUR
1809;BASILIC
1810;AUBERGINE
1811;COURGE
1812;TOMATE
1813;BATAVIA BLONDE
1814;COURGE
1815;CHOU-BRUXELLES
1816;MULTIFEUILLE ROUGE
1817;SCAROLE
1818;COURGETTE
1819;COURGETTE BIO
1820;CHOU-FLEUR
1821;TOMATE
1822;AUBERGINE
1823;LAITUE
1824;MELON
1825;CHENE ROUGE
1826;CHENE ROUGE BIO
1827;CHENE BLONDE
1828;TOMATE
1829;TOMATE BIO
1830;MACHE
1831;MACHE BIO
1832;MACHE BIO
1833;MACHE
1834;POTIMARRON
1835;CHENE ROUGE
1836;CHOU-FRISE
1837;AUBERGINE
1838;POIVRON
1839;TOMATE
1840;TOMATE BIO
1841;POIS
1842;POIS BIO
1843;CAROTTE BIO
1844;FRISEE
1845;BATAVIA ROUGE
1846;BATAVIA ROUGE BIO
1847;PERSIL PLAT
1848;PERSIL PLAT BIO
1849;BATAVIA ROUGE
1850;BATAVIA ROUGE BIO
1851;MAIS
1852;MAIS BIO
1853;MAIS BIO
1854;MAIS
1855;COURGETTE
1856;COURGETTE BIO
1857;HARICOT
1858;HARICOT BIO
1859;MELON BIO
1860;MELON
1861;POIVRON
1862;AUBERGINE
1863;MELON
1864;ROMAINE
1865;CELERI BRANCHE BIO
1866;CELERI BRANCHE
1867;MELON
1868;CHENE BLONDE
1869;MULTIFEUILLE ROUGE
1870;CHOU-CHINOIS
1871;COURGE
1872;COURGE BIO
1873;COURGETTE
1874;BETTERAVE
1875;CHOU-BROCOLI
1876;CHOU-BROCOLI BIO
1877;LAITUE
1878;TOMATE
1879;TOMATE BIO
1880;TOMATE
1881;TOMATE BIO
1882;CHOU-BROCOLI
1883;CELERI BRANCHE
1884;TOMATE
1885;TOMATE BIO
1886;TOMATE
1887;BASILIC
1888;BASILIC BIO
1889;LOLLO ROUGE
1890;CORNICHON
1891;BATAVIA BLONDE
1892;BATAVIA ROUGE
1893;BATAVIA ROUGE BIO
1894;MARJOLAINE
1895;MARJOLAINE
1896;FRISEE
1897;FRISEE BIO
1898;CELERI RAVE
1899;BATAVIA BLONDE
1900;TOMATE
1901;TOMATE BIO
1902;TOMATE
1903;TOMATE BIO
1904;COURGE
1905;TOMATE
1906;TOMATE
1907;CHOU-FLEUR
1908;TOMATE
1909;TOMATE BIO
1910;TOMATE
1911;TOMATE BIO
1912;TOMATE
1913;TOMATE BIO
1914;CHOU-CHINOIS
1915;BASILIC
1916;BASILIC BIO
1917;TOMATE
1918;TOMATE BIO
1919;TOMATE
1920;TOMATE BIO
1921;CHOU-BRUXELLES
1922;CHOU-BRUXELLES BIO
1923;CHOU-BRUXELLES
1924;TOMATE
1925;TOMATE BIO
1926;MELON
1927;MELON BIO
1928;BATAVIA BLONDE
1929;BASILIC
1930;ECHALOTE
1931;MACHE BIO
1932;MELON
1933;HARICOT
1934;BUTTERNUT
1935;CHOU-BROCOLI
1936;POIVRON
1937;FLEUR
1938;CHOU-FRISE
1939;CHOU-BROCOLI
1940;COURGETTE
1941;COURGETTE BIO
1942;PORTE GREFFE
1943;PORTE GREFFE BIO
1944;POIREAU
1945;POIREAU BIO
1946;CHOU-FLEUR
1947;CHOU-FLEUR BIO
1948;EPINARD
1949;EPINARD BIO
1950;TOMATE
1951;CHOU-CHINOIS
1952;CHOU-CHINOIS BIO
1953;FRISEE
1954;FRISEE BIO
1955;MELON
1956;HARICOT
1957;CHOU-FRISE
1958;CHOU-FRISE BIO
1959;MELON
1960;FRISEE
1961;MELON
1962;MELON BIO
1963;MELON BIO
1964;MELON
1965;MELON
1966;EAZYLEAF (archivé)
1967;CHOU-FLEUR
1968;SCAROLE
1969;CHOU-FLEUR
1970;MENTHE
1971;MENTHE BIO
1972;MENTHE BIO
1973;MENTHE
1974;MENTHE BIO
1975;BATAVIA BLONDE
1976;HARICOT
1977;TOMATE
1978;VESCE BIO
1979;MESCLUM BIO
1980;MESCLUM BIO
1981;MESCLUN
1982;MESCLUN
1983;TOMATE BIO
1984;TOMATE
1985;TOMATE CONSERVE
1986;BATAVIA BLONDE BIO
1987;MELON
1988;OKRA
1989;BASILIC
1990;BASILIC BIO
1991;LAITUE ROUGE
1992;HARICOT
1993;POIVRON
1994;TOMATE BIO
1995;BUTTERNUT
1996;COURGE BIO
1997;BUTTERNUT BIO
1998;BATAVIA BLONDE
1999;BATAVIA BLONDE BIO
2000;COURGETTE
2001;FRISEE
2002;CHOU-FRISE
2003;CHOU-FLEUR
2004;CHOU-FRISE
2005;FRISEE
2006;FRISEE BIO
2007;COURGETTE
2008;COURGETTE BIO
2009;TOMATE
2010;TOMATE BIO
2011;FRISEE
2012;BATAVIA ROUGE
2013;BATAVIA ROUGE BIO
2014;CHOU-BROCOLI
2015;POIVRON
2016;TOMATE
2017;TOMATE BIO
2018;PASTEQUE
2019;PASTEQUE BIO
2020;PASTEQUE
2021;MINI-ROMAINE (archivé)
2022;MINI-ROMAINE (archivé)
2023;TOMATE
2024;AUBERGINE
2025;DIVERS BIO
2026;HARICOT BIO
2027;CHENE BLONDE
2028;CHENE BLONDE BIO
2029;CHOU-BROCOLI
2030;TOMATE
2031;AUBERGINE
2032;CELERI RAVE BIO
2033;CELERI RAVE
2034;AROMATIQUE
2035;OIGNON
2036;CHOU-BROCOLI
2037;CHENE ROUGE
2038;CHENE ROUGE BIO
2039;BETTERAVE
2040;CHOU-BROCOLI
2041;SARRIETTE
2042;SARRIETTE
2043;SARRIETTE
2044;SARRIETTE BIO
2045;HARICOT
2046;TOMATE
2047;HARICOT
2048;HARICOT BIO
2049;TOMATE
2050;TOMATE
2051;TOMATE
2052;TOMATE BIO
2053;MELON
2054;CHOU-FLEUR
2055;OIGNON BIO
2056;TOMATE
2057;TOMATE BIO
2058;PASTEQUE
2059;PASTEQUE BIO
2060;PASTEQUE
2061;LAITUE
2062;ROMAINE
2063;PERSIL FRISE BIO
2064;MOTTE NUE
2065;MOTTE NUE BIO
2066;CHOU-LISSE
2067;MELON
2068;MULTIFEUILLE BLONDE
2069;MULTIFEUILLE BLONDE
2070;MULTIFEUILLE BLONDE
2071;MULTIFEUILLE BLONDE BIO
2072;MULTIFEUILLE BLONDE BIO
2073;MULTIFEUILLE BLONDE
2074;MULTIFEUILLE
2075;MULTIFEUILLE
2076;MULTIFEUILLE BLONDE
2077;MULTIFEUILLE BLONDE
2078;MULTIFEUILLE BLONDE
2079;MULTIFEUILLE ROUGE
2080;MULTIFEUILLE ROUGE
2081;MULTIFEUILLE ROUGE
2082;MULTIFEUILLE ROUGE BIO
2083;MULTIFEUILLE ROUGE BIO
2084;MULTIFEUILLE ROUGE
2085;CHOU-CABUS
2086;COURGE BIO
2087;COURGE BIO
2088;COURGE
2089;LAITUE
2090;LAITUE BIO
2091;LAITUE
2092;TOMATE
2093;TOMATE BIO
2094;FRISEE
2095;FRISEE BIO
2096;CHOU-CABUS
2097;TOMATE CONSERVE BIO
2098;TOMATE CONSERVE
2099;TOMATE CONSERVE
2100;TOMATE CONSERVE BIO
2101;CELERI
2102;CELERI BRANCHE
2103;CHOU-FLEUR
2104;CHOU-FLEUR BIO
2105;EPINARD
2106;CHOU-CHINOIS
2107;BATAVIA BLONDE
2108;BATAVIA BLONDE BIO
2109;TOMATE
2110;CHOU-BRUXELLES
2111;CHOU-BRUXELLES BIO
2112;CHOU-FLEUR
2113;CHOU-FLEUR BIO
2114;CHOU-FLEUR
2115;CHOU-FLEUR BIO
2116;NAVET
2117;NAVET BIO
2118;NAVET BIO
2119;NAVET
2120;CHOU-ROMANESCO
2121;COURGETTE
2122;CHOU-BROCOLI
2123;CHOU-FRISE
2124;HARICOT BIO
2125;CHENE ROUGE
2126;CHENE ROUGE BIO
2127;COURGE
2128;PASTEQUE
2129;TOMATE CONSERVE
2130;MELON
2131;AUBERGINE
2132;AUBERGINE BIO
2133;CHOU-KALE
2134;EPINARD BIO
2135;CHOU-FLEUR
2136;MELON
2137;MELON BIO
2138;LAITUE
2139;TOMATE
2140;PASTEQUE
2141;PASTEQUE BIO
2142;COURGETTE
2143;BASILIC
2144;BASILIC BIO
2145;TOMATE
2146;TOMATE BIO
2147;TOMATE
2148;BETTERAVE
2149;TOMATE
2150;BATAVIA BLONDE
2151;BATAVIA BLONDE BIO
2152;CHOU-FLEUR
2153;CHOU-FLEUR BIO
2154;COURGETTE
2155;COURGETTE BIO
2156;PERSIL PLAT
2157;SCAROLE BIO
2158;CHENE ROUGE
2159;TOMATE
2160;TOMATE CONSERVE BIO
2161;TOMATE CONSERVE BIO
2162;TOMATE
2163;BATAVIA BLONDE
2164;COURGE
2165;BATAVIA BLONDE
2166;CHENE BLONDE
2167;CHOU-FLEUR
2168;CHOU-FLEUR BIO
2169;CHOU-FLEUR
2170;BATAVIA BLONDE
2171;PASTEQUE
2172;TOMATE
2173;MELON
2174;MELON BIO
2175;CELERI BRANCHE BIO
2176;CELERI BRANCHE
2177;MACHE
2178;POTIRON
2179;SAUGE
2180;OIGNON
2181;OIGNON BIO
2182;OIGNON BIO
2183;OIGNON
2184;OKRA
2185;OKRA
2186;CONCOMBRE
2187;CONCOMBRE BIO
2188;COURGETTE
2189;BATAVIA BLONDE
2190;BATAVIA BLONDE BIO
2191;CHENE BLONDE
2192;ROMAINE
2193;BATAVIA BLONDE
2194;BATAVIA BLONDE BIO
2195;OIGNON
2196;ARTICHAUT BIO
2197;CHOU-ROUGE
2198;CHOU-ROUGE BIO
2199;CHENE BLONDE
2200;CHOU-FRISE
2201;TOMATE
2202;ARTICHAUT
2203;ARTICHAUT BIO
2204;AUBERGINE
2205;CHENE ROUGE BIO
2206;ARTICHAUT
2207;ARTICHAUT BIO
2208;FRISEE
2209;FRISEE BIO
2210;CHENE BLONDE
2211;CHOU-FLEUR
2212;CHOU-FLEUR BIO
2213;TOMATE
2214;TOMATE BIO
2215;BATAVIA BLONDE
2216;TOMATE BIO
2217;TOMATE
2218;TOMATE
2219;TOMATE BIO
2220;POTIMARRON
2221;POTIMARRON BIO
2222;POIVRON
2223;FENOUIL
2224;POIVRON
2225;FENOUIL BIO
2226;LAITUE BIO
2227;COURGETTE
2228;POIVRON
2229;POIVRON BIO
2230;PERSIL (ARCHIVÉ 12-04-21)
2231;PERSIL FRISE
2232;TOMATE
2233;TOMATE BIO
2234;CHOU-LISSE
2235;ORIGAN
2236;ORIGAN BIO
2237;ORIGAN BIO
2238;ORIGAN
2239;TOMATE
2240;PASTEQUE
2241;PASTEQUE BIO
2242;FENOUIL
2243;FENOUIL BIO
2244;BUTTERNUT
2245;COURGE BIO
2246;PASTEQUE
2247;COURGETTE
2248;OSEILLE
2249;OSEILLE BIO
2250;OSEILLE BIO
2251;OSEILLE
2252;POIREAU
2253;BASILIC BIO
2254;TOMATE
2255;TOMATE BIO
2256;LAITUE
2257;LAITUE ROUGE
2258;CHOU-FLEUR
2259;LAITUE
2260;BATAVIA BLONDE
2261;BATAVIA BLONDE BIO
2262;CHENE BLONDE
2263;CHOU-FLEUR
2264;CHOU-FLEUR BIO
2265;BATAVIA BLONDE
2266;BATAVIA BLONDE BIO
2267;CHENE BLONDE
2268;CHENE BLONDE BIO
2269;PAIN DE SUCRE
2270;PAIN DE SUCRE BIO
2271;PAIN DE SUCRE BIO
2272;PAIN DE SUCRE
2273;BETTERAVE
2274;POIVRON
2275;CONCOMBRE
2276;CONCOMBRE BIO
2277;CHICOREE
2278;POIVRON
2279;POIVRON BIO
2280;BATAVIA BLONDE
2281;PANAIS
2282;PANAIS BIO
2283;PANAIS BIO
2284;PANAIS
2285;BATAVIA BLONDE
2286;CHENE BLONDE
2287;LAITUE
2288;LAITUE BIO
2289;OIGNON
2290;LAITUE
2291;TOMATE
2292;TOMATE BIO
2293;TOMATE
2294;CELERI BRANCHE
2295;BATAVIA BLONDE
2296;BATAVIA BLONDE BIO
2297;BATAVIA BLONDE
2298;DIVERS
2299;CIBOULE
2300;CIBOULE BIO
2301;MACHE
2302;COURGETTE
2303;COURGETTE BIO
2304;EPINARD
2305;POIVRON
2306;POIVRON BIO
2307;CHOU-FRISE BIO
2308;BATAVIA BLONDE BIO
2309;CORNICHON
2310;CHOU-FLEUR VIOLET
2311;SCAROLE
2312;SCAROLE
2313;TOMATE
2314;TOMATE BIO
2315;BLETTE
2316;CHOU-BROCOLI
2317;CHOU-BROCOLI BIO
2318;POIVRON
2319;MELON
2320;MELON BIO
2321;PASTEQUE
2322;CONCOMBRE
2323;CONCOMBRE BIO
2324;LAITUE
2325;CHOU-LISSE
2326;PASTEQUE
2327;PASTEQUE BIO
2328;PASTEQUE BIO
2329;PASTEQUE
2330;COURGE
2331;CHENE BLONDE
2332;CHENE BLONDE BIO
2333;PASTEQUE
2334;PATATE DOUCE
2335;PATATE DOUCE BIO
2336;PATATE DOUCE BIO
2337;PATATE DOUCE
2338;LAITUE
2339;PATISSON
2340;PATISSON BIO
2341;PATISSON BIO
2342;PATISSON
2343;PATISSON BIO
2344;PATISSON
2345;PATISSON BIO
2346;COURGETTE
2347;TOMATE
2348;LAITUE
2349;FENOUIL
2350;MELON
2351;MELON BIO
2352;TOMATE
2353;PASTEQUE
2354;TOMATE
2355;CHOU-CABUS
2356;SCAROLE
2357;LAITUE
2358;TOMATE
2359;PAIN DE SUCRE
2360;DIVERS BIO
2361;PERSIL (ARCHIVÉ 12-04-21)
2362;PERSIL BIO (ARCHIVÉ 12-04-21)
2363;PERSIL BIO (ARCHIVÉ 12-04-21)
2364;PERSIL FRISE
