id_uv;id_espece;nom_uv;nombre_plant_par_plateaux;nombre_graine_par_motte
1201;1201;Pltx 32 Bio greffé RS 841 taillé;32;1
1202;1202;Pltx 32 Bio greffé Torum taillé;32;1
1203;1203;Pltx 32 Bio repiqué écarté;32;1
1204;1204;Pltx 32 Bio repiqué écarté taillé;32;1
1205;1205;Pltx 40 Bio greffé Camelforce;40;1
1206;1206;Pltx 40 Bio greffé RS 841;40;1
1207;1207;Pltx 40 Bio greffé taillé Camelforce;40;1
1208;1208;Pltx 40 Bio greffé taillé RS 841;40;1
1209;1209;Pltx 40 Bio greffé taillé Torum;40;1
1210;1210;Pltx 48 Bio;48;1
1211;1211;Pltx 48 Bio greffé Camelforce taillé;48;1
1212;1212;Pltx 48 Bio greffé RS 841 taillé;48;1
1213;1213;Pltx 48 Bio greffé Torum taillé;48;1
1214;1214;Pltx 50 Bio Greffé;50;1
1215;1215;Pltx 50 Bio repiqué écarté;50;1
1216;1216;Pltx 50 Bio repiqué écarté taillé;50;1
1217;1217;Pltx 60 Bio;60;1
1218;1218;Pltx 60 Bio Greffé RS 841 taillé;60;1
1219;1219;Pltx 60 Bio Greffé Torum taillé;60;1
1220;1220;Pltx 60 Bio greffé Camelforce;60;1
1221;1221;Pltx 60 Bio greffé Camelforce taillé;60;1
1222;1222;Pltx 60 Bio greffé RS 841;60;1
1223;1223;Pltx 60 Bio greffé TZ 148 taillé;60;1
1224;1224;Pltx 600 Bio;600;1
1225;1225;Pltx 90 Bio greffé Camelforce;90;1
1226;1226;Pltx 90 Bio greffé RS841;90;1
1227;1227;Pltx 90 Bio greffé Sintosa;90;1
1228;1228;Pltx 90 Bio greffé TZ148;90;1
1229;1229;Pltx 96 Bio;96;1
1230;1230;Pltx 96 Bio greffé Camelforce;96;1
1231;1231;Pltx 96 Bio greffé Camelforce taillé;96;1
1232;1232;Pltx 96 Bio greffé RS 841;96;1
1233;1233;Pltx 96 Bio greffé RS 841 Taillé;96;1
1234;1234;Pltx 96 Bio greffé Torum Taillé;96;1
1235;1235;Pltx 96 Bio taillé;96;1
1236;1236;Pltx 96 Bio écarté;96;1
1237;1237;Pltx 96 Bio écarté taillé;96;1
1238;1238;Plateaux 176;176;1
1239;1239;Pltx 120 écarté;120;1
1240;1240;Pltx 140;140;1
1241;1241;Pltx 240 Polystyrène;240;1
1242;1242;Pltx 240 Polystyrène repiqué;240;1
1243;1243;Plateaux 176 Bio;176;1
1244;1244;Pltx 120 Bio écarté;120;1
1245;1245;Pltx 140 Bio;140;1
1246;1246;Pltx 150 Bio;150;1
1247;1247;Pltx 240 Polystyrène Bio;240;1
1248;1248;Plateaux 176 Bio;176;3
1249;1249;Pltx 140 Bio;140;1
1250;1250;Pltx 240 Polystyrène Bio;240;1
1251;1251;Plateaux 176;176;3
1252;1252;Plateaux 240 Polystyrène;240;3
1253;1253;Pltx 140;140;3
1254;1254;Plateaux 176;176;1
1255;1255;Pltx 140;140;1
1256;1256;Pltx 18;18;1
1257;1257;Pltx 240 Polystyrène;240;1
1258;1258;Pltx 32;32;1
1259;1259;Pltx 50;50;1
1260;1260;Pltx 60;60;1
1261;1261;Pltx 84;84;1
1262;1262;Pltx 96;96;1
1263;1263;Plateaux 176 Bio;176;1
1264;1264;Pltx 140 Bio;140;1
1265;1265;Pltx 240 Polystyrène Bio;240;1
1266;1266;Pltx 32 Bio;32;1
1267;1267;Pltx 50 Bio;50;1
1268;1268;Pltx 60 Bio;60;1
1269;1269;Pltx 84 Bio;84;1
1270;1270;Pltx 96 Bio;96;1
1271;1271;Plateaux 176;176;1
1272;1272;Pltx 140;140;1
1273;1273;Plateaux 176 Bio;176;1
1274;1274;Pltx 140 Bio;140;1
1275;1275;Pltx 240 Polystyrène Bio;240;1
1276;1276;Plateaux 176;176;1
1277;1277;Pltx 140;140;1
1278;1278;Plateaux 176 Bio;176;1
1279;1279;Pltx 140 Bio;140;1
1280;1280;Pltx 240 Polystyrène Bio;240;1
1281;1281;Plateaux 176 4G;176;4
1282;1282;Pltx 120 4G;120;4
1283;1283;Pltx 120 5G;120;5
1284;1284;Pltx 120 écarté 4G;120;4
1285;1285;Pltx 120 écarté 5G;120;5
1286;1286;Pltx 140 4G;140;4
1287;1287;Pltx 140 4G;140;4
1288;1288;Pltx 150 4G;150;4
1289;1289;Pltx 150 5G;150;5
1290;1290;Pltx 240 Polystyrène écarté 4G;240;4
1291;1291;Pltx 240 Polystyrène écarté 5G;240;5
1292;1292;Pltx 75 4G;75;4
1293;1293;Pltx 96 4 graines;96;4
1294;1294;Plateaux 176 Bio;176;4
1295;1295;Pltx 140 Bio;140;4
1296;1296;Plateaux 176 10G;176;10
1297;1297;Plateaux 176 5G;176;5
1298;1298;Plateaux 176 8G;176;8
1299;1299;Pltx 140 10G;140;10
1300;1300;Pltx 140 5G;140;5
1301;1301;Pltx 140 8G;140;8
1302;1302;Pltx 150 écarté 5G;150;5
1303;1303;Pltx 150 écarté taillé 10G;150;10
1304;1304;Pltx 150 écarté taillé 5G;150;5
1305;1305;Pltx 150 écarté taillé 8G;150;8
1306;1306;Pltx 240 Polystyrène 5G;240;5
1307;1307;Pltx 240 Polystyrène écarté 5G;240;5
1308;1308;Pltx 240 Polystyrène écarté taillé 10G;240;10
1309;1309;Pltx 240 Polystyrène écarté taillé 2G;240;2
1310;1310;Pltx 240 Polystyrène écarté taillé 5G;240;5
1311;1311;Pltx 240 Polystyrène écarté taillé 8G;240;8
1312;1312;Pltx 600;600;1
1313;1313;Plateaux 176 Bio 10G;176;10
1314;1314;Plateaux 176 Bio 5G;176;5
1315;1315;Plateaux 176 Bio 8G;176;8
1316;1316;Pltx 140 Bio 10G;140;10
1317;1317;Pltx 140 Bio 5G;140;5
1318;1318;Pltx 140 Bio 8G;140;8
1319;1319;Pltx 240 Polystyrène Bio écarté taillé 10G;240;10
1320;1320;Pltx 240 Polystyrène Bio écarté taillé 5G;240;5
1321;1321;Pltx 240 Polystyrène Bio écarté taillé 8G;240;8
1322;1322;Pltx 600 Bio;600;1
1323;1323;Pltx 50 repiqué;50;1
1324;1324;Pltx 50 repiqué écarté;50;1
1325;1325;Pltx 150;150;5
1326;1326;Pltx 240 Polystyrène;240;5
1327;1327;Pltx 240 STAMP plastique;240;5
1328;1328;Pltx 60;60;5
1329;1329;Pltx 96;96;5
1330;1330;Pltx 150 Bio;150;1
1331;1331;Pltx 240 Polystyrène Bio;240;5
1332;1332;Pltx 240 STAMP plastique Bio;240;5
1333;1333;Plateaux 176;176;4
1334;1334;Pltx 140;140;4
1335;1335;Pltx 150;150;1
1336;1336;Pltx 240 Polystyrène;240;1
1337;1337;Plateaux 176 Bio;176;4
1338;1338;Plx 140 Bio;140;4
1339;1339;Plateaux 176;176;1
1340;1340;Pltx 140;140;1
1341;1341;Plateaux 176 Bio;176;1
1342;1342;Pltx 140 Bio;140;1
1343;1343;Pltx 240 Polystyrène écarté;240;1
1344;1344;Pltx 600;600;1
1345;1345;Pltx 240 Polystyrène Bio écarté;240;1
1346;1346;Pltx 600 Bio;600;1
1347;1347;Pltx 120 écarté;120;1
1348;1348;Pltx 120 écarté taillé;120;1
1349;1349;Pltx 140 trous greffé Camelforce;140;1
1350;1350;Pltx 140 trous greffé RS 841;140;1
1351;1351;Pltx 150 écarté;150;1
1352;1352;Pltx 240 Polystyrène écarté;240;1
1353;1353;Pltx 240 Polystyrène écarté taillé;240;1
1354;1354;Pltx 32 greffé Camelforce;32;1
1355;1355;Pltx 32 greffé Camelforce taillé;32;1
1356;1356;Pltx 32 greffé RS 841;32;1
1357;1357;Pltx 32 greffé RS 841 taillé;32;1
1358;1358;Pltx 32 repiqué écarté;32;1
1359;1359;Pltx 32 repiqué écarté taillé;32;1
1360;1360;Pltx 40 greffé Camelforce;40;1
1361;1361;Pltx 40 greffé RS 841;40;1
1362;1362;Pltx 40 greffé taillé Camelforce;40;1
1363;1363;Pltx 40 greffé taillé RS 841;40;1
1364;1364;Pltx 48;48;1
1365;1365;Pltx 48 greffé Camelforce taillé;48;1
1366;1366;Pltx 48 greffé RS 841 taillé;48;1
1367;1367;Pltx 50 greffé Camelforce;50;1
1368;1368;Pltx 50 greffé Camelforce taillé;50;1
1369;1369;Pltx 50 greffé RS 841;50;1
1370;1370;Pltx 50 greffé RS 841 taillé;50;1
1371;1371;Pltx 50 repiqué écarté;50;1
1372;1372;Pltx 50 repiqué écarté taillé;50;1
1373;1373;Pltx 60;60;1
1374;1374;Pltx 60 greffé Camelforce;60;1
1375;1375;Pltx 60 greffé Camelforce taillé;60;1
1376;1376;Pltx 60 greffé Dinero taillé;60;1
1377;1377;Pltx 60 greffé RS 841;60;1
1378;1378;Pltx 60 greffé RS 841 taillé;60;1
1379;1379;Pltx 60 greffé TZ 148 taillé;60;1
1380;1380;Pltx 60 taillé;60;1
1381;1381;Pltx 600;600;1
1382;1382;Pltx 90 greffé Camelforce;90;1
1383;1383;Pltx 90 greffé RS841;90;1
1384;1384;Pltx 90 greffé Sintosa;90;1
1385;1385;Pltx 90 greffé TZ148;90;1
1386;1386;Pltx 96;96;1
1387;1387;Pltx 96 greffé Camelforce;96;1
1388;1388;Pltx 96 greffé Camelforce taillé;96;1
1389;1389;Pltx 96 greffé RS 841;96;1
1390;1390;Pltx 96 greffé RS 841 taillé;96;1
1391;1391;Pltx 96 taillé;96;1
1392;1392;Pltx 96 écarté;96;1
1393;1393;Pltx 96 écarté taillé;96;1
1394;1394;Pltx 120 Bio greffé RS 841 écarté;120;1
1395;1395;Pltx 120 Bio greffé Torum écarté;120;1
1396;1396;Pltx 120 Bio écarté;120;1
1397;1397;Pltx 120 Bio écarté taillé;120;1
1398;1398;Pltx 140 Bio greffé Camelforce;140;1
1399;1399;Pltx 140 Bio greffé RS 841;140;1
1400;1400;Pltx 140 Bio greffé Torum;140;1
1401;1401;Pltx 150 BIO écarté;150;1
1402;1402;Pltx 240 Polystyrène Bio écarté;240;1
1403;1403;Pltx 240 Polystyrène Bio écarté taillé;240;1
1404;1404;Pltx 32 Bio greffé Camelforce;32;1
1405;1405;Pltx 32 Bio greffé Camelforce taillé;32;1
1406;1406;Pltx 32 Bio greffé RS 841;32;1
1407;1407;Pltx 32 Bio greffé RS 841 taillé;32;1
1408;1408;Pltx 32 Bio greffé Torum taillé;32;1
1409;1409;Pltx 32 Bio repiqué écarté;32;1
1410;1410;Pltx 32 Bio repiqué écarté taillé;32;1
1411;1411;Pltx 40 Bio greffé Camelforce;40;1
1412;1412;Pltx 40 Bio greffé RS 841;40;1
1413;1413;Pltx 40 Bio greffé taillé Camelforce;40;1
1414;1414;Pltx 40 Bio greffé taillé RS 841;40;1
1415;1415;Pltx 40 Bio greffé taillé Torum;40;1
1416;1416;Pltx 48 Bio;48;1
1417;1417;Pltx 48 Bio greffé Camelforce taillé;48;1
1418;1418;Pltx 48 Bio greffé RS 841 taillé;48;1
1419;1419;Pltx 48 Bio greffé Torum taillé;48;1
1420;1420;Pltx 50 Bio Greffé;50;1
1421;1421;Pltx 50 Bio repiqué écarté;50;1
1422;1422;Pltx 50 Bio repiqué écarté taillé;50;1
1423;1423;Pltx 60 Bio;60;1
1424;1424;Pltx 60 Bio Greffé RS 841 taillé;60;1
1425;1425;Pltx 60 Bio Greffé Torum taillé;60;1
1426;1426;Pltx 60 Bio greffé Camelforce;60;1
1427;1427;Pltx 60 Bio greffé Camelforce taillé;60;1
1428;1428;Pltx 60 Bio greffé RS 841;60;1
1429;1429;Pltx 60 Bio greffé TZ 148 taillé;60;1
1430;1430;Pltx 600 Bio;600;1
1431;1431;Pltx 90 Bio greffé Camelforce;90;1
1432;1432;Pltx 90 Bio greffé RS841;90;1
1433;1433;Pltx 90 Bio greffé Sintosa;90;1
1434;1434;Pltx 90 Bio greffé TZ148;90;1
1435;1435;Pltx 96 Bio;96;1
1436;1436;Pltx 96 Bio greffé Camelforce;96;1
1437;1437;Pltx 96 Bio greffé Camelforce taillé;96;1
1438;1438;Pltx 96 Bio greffé RS 841;96;1
1439;1439;Pltx 96 Bio greffé RS 841 Taillé;96;1
1440;1440;Pltx 96 Bio greffé Torum Taillé;96;1
1441;1441;Pltx 96 Bio taillé;96;1
1442;1442;Pltx 96 Bio écarté;96;1
1443;1443;Pltx 96 Bio écarté taillé;96;1
1444;1444;Pltx 150;150;1
1445;1445;Pltx 240 Polystyrène;240;1
1446;1446;Pltx 84;84;1
1447;1447;Pltx 96;96;1
1448;1448;Pltx 150 Bio;150;1
1449;1449;Pltx 240 Polystyrène Bio;240;1
1450;1450;Pltx 84;84;1
1451;1451;Pltx 96 Bio;96;1
1452;1452;Pltx 120 écarté;120;1
1453;1453;Pltx 150 écarté;150;1
1454;1454;Pltx 150 écarté taillé;150;1
1455;1455;Pltx 240 Polystyrène écarté;240;1
1456;1456;Pltx 32 repiqué;32;1
1457;1457;Pltx 32 repiqué écarté;32;1
1458;1458;Pltx 32 repiqué écarté taillé;32;1
1459;1459;Pltx 50 repiqué;50;1
1460;1460;Pltx 50 repiqué écarté;50;1
1461;1461;Pltx 50 repiqué écarté taillé;50;1
1462;1462;Pltx 60;60;1
1463;1463;Pltx 60 écarté;60;1
1464;1464;Pltx 96;96;1
1465;1465;Pltx 96 écarté;96;1
1466;1466;Pltx 96 écarté taillé;96;1
1467;1467;Pltx 120 Bio écarté;120;1
1468;1468;Pltx 150 Bio écarté taillé;150;1
1469;1469;Pltx 240 Polystyrène Bio écarté;240;1
1470;1470;Pltx 32 Bio repiqué écarté;32;1
1471;1471;Pltx 50 Bio repiqué;50;1
1472;1472;Pltx 50 Bio repiqué écarté;50;1
1473;1473;Pltx 50 Bio repiqué écarté taillé;50;1
1474;1474;Pltx 96 Bio;96;1
1475;1475;Pltx 96 Bio écarté;96;1
1476;1476;Pltx 96 Bio écarté taillé;96;1
1477;1477;Plateaux 176 6G;176;6
1478;1478;Pltx 120 6G;120;6
1479;1479;Pltx 140 6G;140;6
1480;1480;Pltx 150 6G;150;6
1481;1481;Pltx 240 Polystyrène 6G;240;6
1482;1482;Pltx 240 STAMP Plastique 6G;240;6
1483;1483;Pltx 60 6G;60;6
1484;1484;Pltx 96 6G;96;6
1485;1485;Plateaux 176 Bio 6G;176;6
1486;1486;Pltx 140 Bio 6G;140;6
1487;1487;Pltx 240 Polystyrène Bio  6G;240;6
1488;1488;Pltx 240 STAMP Plastique Bio 6G;240;6
1489;1489;Pltx 96 Bio 6G;96;6
1490;1490;Plateaux 176 6G;176;6
1491;1491;Pltx 120 6G;120;6
1492;1492;Pltx 140 6G;140;6
1493;1493;Pltx 150 6G;150;6
1494;1494;Pltx 240 Polystyrène 6G;240;6
1495;1495;Pltx 240 STAMP Plastique 6G;240;6
1496;1496;Pltx 60 6G;60;6
1497;1497;Pltx 96 6G;96;6
1498;1498;Plateaux 176 Bio 6G;176;6
1499;1499;Pltx 140 Bio 6G;140;6
1500;1500;Pltx 240 Polystyrène Bio  6G;240;6
1501;1501;Pltx 240 STAMP Plastique Bio 6G;240;6
1502;1502;Pltx 96 Bio 6G;96;6
1503;1503;Pltx 120;120;1
1504;1504;Pltx 50 repiqué écarté;50;1
1505;1505;Pltx 120 greffé Brutus écarté;120;1
1506;1506;Pltx 120 greffé Protector écarté;120;1
1507;1507;Pltx 120 greffé Snooker écarté;120;1
1508;1508;Pltx 120 écarté;120;1
1509;1509;Pltx 150 écarté;150;1
1510;1510;Pltx 168 greffé Rocal écarté;168;1
1511;1511;Pltx 168 greffé Snooker écarté;168;1
1512;1512;Pltx 18;18;1
1513;1513;Pltx 18 repiqué;18;1
1514;1514;Pltx 18 repiqué écarté (10x10);18;1
1515;1515;Pltx 240 Polystyrène écarté;240;1
1516;1516;Pltx 240 STAMP Plastique écarté;240;1
1517;1517;Pltx 32 greffé Brutus écarté tuteuré;32;1
1518;1518;Pltx 32 greffé Snooker écarté tuteuré;32;1
1519;1519;Pltx 32 repiqué;32;1
1520;1520;Pltx 32 repiqué écarté;32;1
1521;1521;Pltx 48 écarté trié;48;1
1522;1522;Pltx 50 greffé Brutus écarté tuteuré;50;1
1523;1523;Pltx 50 greffé Snooker écarté;50;1
1524;1524;Pltx 50 greffé Snooker écarté tuteuré;50;1
1525;1525;Pltx 50 repiqué;50;1
1526;1526;Pltx 50 repiqué écarté;50;1
1527;1527;Pltx 60;60;1
1528;1528;Pltx 600;600;1
1529;1529;Pltx 96 écarté;96;1
1530;1530;Pltx 120 Bio;120;1
1531;1531;Pltx 120 Bio greffé Brutus écarté;120;1
1532;1532;Pltx 120 Bio greffé Snooker écarté;120;1
1533;1533;Pltx 168 Bio greffé Brutus écarté;168;1
1534;1534;Pltx 168 Bio greffé Rocal écarté;168;1
1535;1535;Pltx 168 Bio greffé Snooker écarté;168;1
1536;1536;Pltx 18 Bio (10x10);18;1
1537;1537;Pltx 18 Bio repiqué (10x10);18;1
1538;1538;Pltx 18 Bio repiqué écarté (10x10);18;1
1539;1539;Pltx 240 Polystyrène Bio écarté;240;1
1540;1540;Pltx 240 STAMP Plastique écarté Bio;240;1
1541;1541;Pltx 32 Bio greffé Brutus écarté tuteuré;32;1
1542;1542;Pltx 32 Bio greffé Snooker écarté tuteuré;32;1
1543;1543;Pltx 32 Bio repiqué;32;1
1544;1544;Pltx 32 Bio repiqué écarté;32;1
1545;1545;Pltx 50 Bio greffé Snooker;50;1
1546;1546;Pltx 50 Bio greffé Snooker écarté tuteuré;50;1
1547;1547;Pltx 50 Bio repiqué;50;1
1548;1548;Pltx 50 Bio repiqué écarté;50;1
1549;1549;Pltx 600 Bio;600;1
1550;1550;Pltx 96 Bio;96;1
1551;1551;Pltx 96 Bio écarté;96;1
1552;1552;Plateaux 176;176;1
1553;1553;Plateaux 240 Polystyrène;240;1
1554;1554;Pltx 140;140;1
1555;1555;Plateaux 176 1G;176;1
1556;1556;Plateaux 176 2G;176;2
1557;1557;Plateaux 176 3G;176;3
1558;1558;Plateaux 176 4G;176;4
1559;1559;Pltx 140 1G;140;1
1560;1560;Pltx 140 2G;140;2
1561;1561;Pltx 240 Polystyrène Arrachis;240;2
1562;1562;Pltx 240 Polystyrène écarté taillé 1G;240;1
1563;1563;Pltx 240 Polystyrène écarté taillé 2G;240;2
1564;1564;Plateaux 176 Bio 1G;176;2
1565;1565;Plateaux 176 Bio 2G;176;2
1566;1566;Pltx 140 Bio 2G;140;2
1567;1567;Pltx 240 Bio Arrachis;240;2
1568;1568;Pltx 240 Polystyrène Bio écarté;240;2
1569;1569;Plateaux 176 Bio;176;1
1570;1570;Pltx 120 Bio écarté;120;1
1571;1571;Pltx 120 Bio écarté taillé éclairci;120;1
1572;1572;Pltx 120 Bio écarté éclairci;120;1
1573;1573;Pltx 140 Bio;140;1
1574;1574;Pltx 240 Polystyrène Bio écarté;240;1
1575;1575;Pltx 240 Polystyrène Bio écarté taillé éclairci;240;1
1576;1576;Pltx 240 Polystyrène Bio écarté éclairci;240;1
1577;1577;Pltx 32 Bio repiqué;32;1
1578;1578;Pltx 96 Bio écarté taillé éclairci;96;1
1579;1579;Plateaux 176 Bio;176;1
1580;1580;Pltx 120 Bio écarté;120;1
1581;1581;Pltx 120 Bio écarté taillé éclairci;120;1
1582;1582;Pltx 120 Bio écarté éclairci;120;1
1583;1583;Pltx 140 Bio;140;1
1584;1584;Pltx 240 Polystyrène Bio écarté;240;1
1585;1585;Pltx 240 Polystyrène Bio écarté taillé éclairci;240;1
1586;1586;Pltx 240 Polystyrène Bio écarté éclairci;240;1
1587;1587;Pltx 32 Bio repiqué;32;1
1588;1588;Pltx 96 Bio écarté taillé éclairci;96;1
1589;1589;Pltx 50 écarté   1 graine;50;1
1590;1590;Pltx 50 écarté 2 graines;50;2
1591;1591;Pltx 50 écarté 3 graines;50;3
1592;1592;Pltx 50 écarté 4 graines;50;4
1593;1593;Pltx 120 écarté 1 graine;120;1
1594;1594;Pltx 150 Bio écarté 1 graine;150;1
1595;1595;Pltx 240 Polystyrène écarté 1 graine BIO;240;1
1596;1596;Pltx 32 Bio écarté 1graine;32;1
1597;1597;Pltx 32 Bio écarté 2 graines;32;2
1598;1598;Pltx 32 Bio écarté 3 graines;32;3
1599;1599;Pltx 32 Bio écarté 4 graines;32;4
1600;1600;Pltx 50 Bio écarté 1 graine;50;1
1601;1601;Pltx 50 Bio écarté 2 graines;50;2
1602;1602;Pltx 50 Bio écarté 3 graines;50;3
1603;1603;Pltx 50 Bio écarté 4 graines;50;4
1604;1604;Pltx 60 Bio;60;1
1605;1605;Pltx 120 greffé Brutus écarté;120;1
1606;1606;Pltx 120 greffé Protector écarté;120;1
1607;1607;Pltx 120 greffé Snooker écarté;120;1
1608;1608;Pltx 120 écarté;120;1
1609;1609;Pltx 150 écarté;150;1
1610;1610;Pltx 168 greffé Rocal écarté;168;1
1611;1611;Pltx 168 greffé Snooker écarté;168;1
1612;1612;Pltx 18;18;1
1613;1613;Pltx 18 repiqué;18;1
1614;1614;Pltx 18 repiqué écarté (10x10);18;1
1615;1615;Pltx 240 Polystyrène écarté;240;1
1616;1616;Pltx 240 STAMP Plastique écarté;240;1
1617;1617;Pltx 32 greffé Brutus écarté tuteuré;32;1
1618;1618;Pltx 32 greffé Snooker écarté tuteuré;32;1
1619;1619;Pltx 32 repiqué;32;1
1620;1620;Pltx 32 repiqué écarté;32;1
1621;1621;Pltx 48 écarté trié;48;1
1622;1622;Pltx 50 greffé Brutus écarté tuteuré;50;1
1623;1623;Pltx 50 greffé Snooker écarté;50;1
1624;1624;Pltx 50 greffé Snooker écarté tuteuré;50;1
1625;1625;Pltx 50 repiqué;50;1
1626;1626;Pltx 50 repiqué écarté;50;1
1627;1627;Pltx 60;60;1
1628;1628;Pltx 600;600;1
1629;1629;Pltx 96 écarté;96;1
1630;1630;Pltx 120 Bio;120;1
1631;1631;Pltx 120 Bio greffé Brutus écarté;120;1
1632;1632;Pltx 120 Bio greffé Snooker écarté;120;1
1633;1633;Pltx 168 Bio greffé Brutus écarté;168;1
1634;1634;Pltx 168 Bio greffé Rocal écarté;168;1
1635;1635;Pltx 168 Bio greffé Snooker écarté;168;1
1636;1636;Pltx 18 Bio (10x10);18;1
1637;1637;Pltx 18 Bio repiqué (10x10);18;1
1638;1638;Pltx 18 Bio repiqué écarté (10x10);18;1
1639;1639;Pltx 240 Polystyrène Bio écarté;240;1
1640;1640;Pltx 240 STAMP Plastique écarté Bio;240;1
1641;1641;Pltx 32 Bio greffé Brutus écarté tuteuré;32;1
1642;1642;Pltx 32 Bio greffé Snooker écarté tuteuré;32;1
1643;1643;Pltx 32 Bio repiqué;32;1
1644;1644;Pltx 32 Bio repiqué écarté;32;1
1645;1645;Pltx 32 Bio repiqué écarté tuteuré;32;1
1646;1646;Pltx 48 Bio trié;48;1
1647;1647;Pltx 50 Bio greffé Snooker;50;1
1648;1648;Pltx 50 Bio greffé Snooker écarté tuteuré;50;1
1649;1649;Pltx 50 Bio repiqué;50;1
1650;1650;Pltx 50 Bio repiqué écarté;50;1
1651;1651;Pltx 60 Bio;60;1
1652;1652;Pltx 600 Bio;600;1
1653;1653;Pltx 96 Bio;96;1
1654;1654;Pltx 96 Bio écarté;96;1
1655;1655;Pltx 32 Greffé pour porte greffe;32;1
1656;1656;Pltx 32 Bio Greffé pour porte greffe;32;1
1657;1657;Pltx 120 écarté;120;1
1658;1658;Pltx 150 écarté;150;1
1659;1659;Pltx 150 écarté taillé;150;1
1660;1660;Pltx 240 Polystyrène écarté;240;1
1661;1661;Pltx 32 repiqué;32;1
1662;1662;Pltx 32 repiqué écarté;32;1
1663;1663;Pltx 32 repiqué écarté taillé;32;1
1664;1664;Pltx 50 repiqué;50;1
1665;1665;Pltx 50 repiqué écarté;50;1
1666;1666;Pltx 50 repiqué écarté taillé;50;1
1667;1667;Pltx 60;60;1
1668;1668;Pltx 60 écarté;60;1
1669;1669;Pltx 96;96;1
1670;1670;Pltx 96 écarté;96;1
1671;1671;Pltx 96 écarté taillé;96;1
1672;1672;Pltx 120 Bio écarté;120;1
1673;1673;Pltx 150 Bio écarté taillé;150;1
1674;1674;Pltx 240 Polystyrène Bio écarté;240;1
1675;1675;Pltx 32 Bio repiqué;32;1
1676;1676;Pltx 32 Bio repiqué écarté;32;1
1677;1677;Pltx 32 Bio repiqué écarté taillé;32;1
1678;1678;Pltx 50 Bio repiqué;50;1
1679;1679;Pltx 50 Bio repiqué écarté;50;1
1680;1680;Pltx 50 Bio repiqué écarté taillé;50;1
1681;1681;Pltx 60 Bio écarté;60;1
1682;1682;Pltx 96 Bio;96;1
1683;1683;Pltx 96 Bio écarté;96;1
1684;1684;Pltx 96 Bio écarté taillé;96;1
1685;1685;Pltx 120 écarté;120;1
1686;1686;Pltx 150 écarté;150;1
1687;1687;Pltx 150 écarté taillé;150;1
1688;1688;Pltx 240 Polystyrène écarté;240;1
1689;1689;Pltx 32 repiqué;32;1
1690;1690;Pltx 32 repiqué écarté;32;1
1691;1691;Pltx 32 repiqué écarté taillé;32;1
1692;1692;Pltx 50 repiqué;50;1
1693;1693;Pltx 50 repiqué écarté;50;1
1694;1694;Pltx 50 repiqué écarté taillé;50;1
1695;1695;Pltx 60;60;1
1696;1696;Pltx 60 écarté;60;1
1697;1697;Pltx 96;96;1
1698;1698;Pltx 96 écarté;96;1
1699;1699;Pltx 96 écarté taillé;96;1
1700;1700;Plateaux 176;176;1
1701;1701;Plateaux 240 Polystyrène;240;1
1702;1702;Pltx 140;140;1
1703;1703;Pltx 150;150;1
1704;1704;Pltx 240 Polystyrène;240;1
1705;1705;Plateaux 176;176;1
1706;1706;Pltx 140;140;1
1707;1707;Plateaux 176 Bio;176;1
1708;1708;Pltx 140 Bio;140;1
1709;1709;Pltx 240 Polystyrène Bio;240;1
1710;1710;Plateaux 176;176;1
1711;1711;Pltx 140;140;1
1712;1712;Pltx 150;150;3
1713;1713;Pltx 240 Polystyrène;240;1
1714;1714;Pltx 240 STAMP plastique;240;1
1715;1715;Pltx 60;60;1
1716;1716;Pltx 96;96;1
1717;1717;Plateaux 176 Bio;176;1
1718;1718;Pltx 150 Bio;150;1
1719;1719;Pltx 240 Polystyrène Bio;240;1
1720;1720;Pltx 240 STAMP plastique Bio;240;1
1721;1721;Plx 140 Bio;140;1
1722;1722;Plateaux 176;176;1
1723;1723;Pltx 140;140;1
1724;1724;Pltx 240 Polystyrène;240;2
1725;1725;Plateaux 176 Bio;176;1
1726;1726;Pltx 140 Bio;140;1
1727;1727;Plateaux 176;176;1
1728;1728;Pltx 140;140;1
1729;1729;Plateaux 176 Bio;176;1
1730;1730;Pltx 140 Bio;140;1
1731;1731;Pltx 240 Polystyrène Bio;240;1
1732;1732;Plateaux 176;176;1
1733;1733;Pltx 140;140;1
1734;1734;Plateaux 176 Bio;176;1
1735;1735;Pltx 140 Bio;140;1
1736;1736;Pltx 240 Polystyrène Bio;240;1
1737;1737;Pltx 150 Bio;150;1
1738;1738;Pltx 240 Polystyrène Bio;240;1
1739;1739;Pltx 150;150;5
1740;1740;Pltx 240 Polystyrène;240;5
1741;1741;Pltx 240 STAMP plastique;240;5
1742;1742;Pltx 60;60;5
1743;1743;Pltx 96;96;5
1744;1744;Plateaux 176 Bio;176;1
1745;1745;Pltx 150 Bio;150;1
1746;1746;Pltx 240 Polystyrène Bio;240;5
1747;1747;Pltx 240 STAMP plastique Bio;240;5
1748;1748;Plx 140 Bio;140;1
1749;1749;Pltx 150;150;5
1750;1750;Pltx 240 Polystyrène;240;1
1751;1751;Pltx 240 STAMP plastique;240;1
1752;1752;Pltx 60;60;1
1753;1753;Pltx 96;96;1
1754;1754;Pltx 150 Bio;150;1
1755;1755;Pltx 240 Polystyrène Bio;240;1
1756;1756;Pltx 240 STAMP plastique Bio;240;1
1757;1757;Plateaux 176;176;1
