id_uv;id_espece;nom_uv;nombre_plant_par_plateaux;nombre_graine_par_motte
603;603;Pltx 600 Bio;600;1
604;604;Pltx 96 Bio;96;1
605;605;Plateaux 176;176;1
606;606;Pltx 120 écarté;120;1
607;607;Pltx 140;140;1
608;608;Pltx 150 écarté;150;1
609;609;Pltx 240 Polystyrène écarté;240;1
610;610;Pltx 240 STAMP Plastique écarté;240;1
611;611;Pltx 50 repiqué écarté;50;1
612;612;Pltx 96;96;1
613;613;Plateaux 176 Bio;176;1
614;614;Pltx 120 Bio écarté;120;1
615;615;Pltx 140 Bio;140;1
616;616;Pltx 150 écarté;150;1
617;617;Pltx 240 Polystyrène Bio écarté;240;1
618;618;Pltx 32 Bio repiqué;32;1
619;619;Pltx 50 Bio repiqué;50;1
620;620;Pltx 50 Bio repiqué écarté;50;1
621;621;Pltx 600 Bio;600;1
622;622;Pltx 96 Bio;96;1
623;623;Plateaux 176;176;1
624;624;Pltx 120 écarté;120;1
625;625;Pltx 140;140;1
626;626;Pltx 150 écarté;150;1
627;627;Pltx 240 Polystyrène écarté;240;1
628;628;Pltx 240 STAMP Plastique écarté;240;1
629;629;Pltx 50 repiqué écarté;50;1
630;630;Pltx 96;96;1
631;631;Plateaux 176 Bio;176;1
632;632;Pltx 120 Bio écarté;120;1
633;633;Pltx 140 Bio;140;1
634;634;Pltx 150 écarté;150;1
635;635;Pltx 240 Polystyrène Bio écarté;240;1
636;636;Pltx 32 Bio repiqué;32;1
637;637;Pltx 50 Bio repiqué;50;1
638;638;Pltx 50 Bio repiqué écarté;50;1
639;639;Pltx 600 Bio;600;1
640;640;Pltx 96 Bio;96;1
641;641;Plateaux 176;176;1
642;642;Pltx 120 écarté;120;1
643;643;Pltx 140;140;1
644;644;Pltx 150 écarté;150;1
645;645;Pltx 240 Polystyrène écarté;240;1
646;646;Pltx 240 STAMP Plastique écarté;240;1
647;647;Pltx 50 repiqué écarté;50;1
648;648;Pltx 96;96;1
649;649;Plateaux 176 Bio;176;1
650;650;Pltx 120 Bio écarté;120;1
651;651;Pltx 140 Bio;140;1
652;652;Pltx 150 écarté;150;1
653;653;Pltx 240 Polystyrène Bio écarté;240;1
654;654;Pltx 32 Bio repiqué;32;1
655;655;Pltx 50 Bio repiqué;50;1
656;656;Pltx 50 Bio repiqué écarté;50;1
657;657;Pltx 600 Bio;600;1
658;658;Pltx 96 Bio;96;1
659;659;Plateaux 176;176;1
660;660;Pltx 120 écarté;120;1
661;661;Pltx 140;140;1
662;662;Pltx 150 écarté;150;1
663;663;Pltx 240 Polystyrène écarté;240;1
664;664;Pltx 240 STAMP Plastique écarté;240;1
665;665;Pltx 50 repiqué écarté;50;1
666;666;Pltx 96;96;1
667;667;Plateaux 176 Bio;176;1
668;668;Pltx 120 Bio écarté;120;1
669;669;Pltx 140 Bio;140;1
670;670;Pltx 150 écarté;150;1
671;671;Pltx 240 Polystyrène Bio écarté;240;1
672;672;Pltx 32 Bio repiqué;32;1
673;673;Pltx 50 Bio repiqué;50;1
674;674;Pltx 50 Bio repiqué écarté;50;1
675;675;Pltx 600 Bio;600;1
676;676;Pltx 96 Bio;96;1
677;677;Plateaux 176;176;1
678;678;Pltx 120 écarté;120;1
679;679;Pltx 140;140;1
680;680;Pltx 150 écarté;150;1
681;681;Pltx 240 Polystyrène écarté;240;1
682;682;Pltx 240 STAMP Plastique écarté;240;1
683;683;Pltx 50 repiqué écarté;50;1
684;684;Pltx 96;96;1
685;685;Plateaux 176 Bio;176;1
686;686;Pltx 120 Bio écarté;120;1
687;687;Pltx 140 Bio;140;1
688;688;Pltx 150 écarté;150;1
689;689;Pltx 240 Polystyrène Bio écarté;240;1
690;690;Pltx 32 Bio repiqué;32;1
691;691;Pltx 50 Bio repiqué;50;1
692;692;Pltx 50 Bio repiqué écarté;50;1
693;693;Pltx 600 Bio;600;1
694;694;Pltx 96 Bio;96;1
695;695;Plateaux 176;176;1
696;696;Pltx 120 écarté;120;1
697;697;Pltx 140;140;1
698;698;Pltx 150 écarté;150;1
699;699;Pltx 240 Polystyrène écarté;240;1
700;700;Pltx 240 STAMP Plastique écarté;240;1
701;701;Pltx 50 repiqué écarté;50;1
702;702;Pltx 96;96;1
703;703;Plateaux 176 Bio;176;1
704;704;Pltx 120 Bio écarté;120;1
705;705;Pltx 140 Bio;140;1
706;706;Pltx 150 écarté;150;1
707;707;Pltx 240 Polystyrène Bio écarté;240;1
708;708;Pltx 32 Bio repiqué;32;1
709;709;Pltx 50 Bio repiqué;50;1
710;710;Pltx 50 Bio repiqué écarté;50;1
711;711;Pltx 600 Bio;600;1
712;712;Pltx 96 Bio;96;1
713;713;Plateaux 176;176;1
714;714;Pltx 120 écarté;120;1
715;715;Pltx 140;140;1
716;716;Pltx 150 écarté;150;1
717;717;Pltx 240 Polystyrène écarté;240;1
718;718;Pltx 240 STAMP Plastique écarté;240;1
719;719;Pltx 50 repiqué écarté;50;1
720;720;Pltx 96;96;1
721;721;Plateaux 176 Bio;176;1
722;722;Pltx 120 Bio écarté;120;1
723;723;Pltx 140 Bio;140;1
724;724;Pltx 150 écarté;150;1
725;725;Pltx 240 Polystyrène Bio écarté;240;1
726;726;Pltx 32 Bio repiqué;32;1
727;727;Pltx 50 Bio repiqué;50;1
728;728;Pltx 50 Bio repiqué écarté;50;1
729;729;Pltx 600 Bio;600;1
730;730;Pltx 96 Bio;96;1
731;731;Plateaux 176;176;1
732;732;Pltx 120 écarté;120;1
733;733;Pltx 140;140;1
734;734;Pltx 150 écarté;150;1
735;735;Pltx 240 Polystyrène écarté;240;1
736;736;Pltx 240 STAMP Plastique écarté;240;1
737;737;Pltx 50 repiqué écarté;50;1
738;738;Pltx 96;96;1
739;739;Plateaux 176 Bio;176;1
740;740;Pltx 120 Bio écarté;120;1
741;741;Pltx 140 Bio;140;1
742;742;Pltx 150 écarté;150;1
743;743;Pltx 240 Polystyrène Bio écarté;240;1
744;744;Pltx 32 Bio repiqué;32;1
745;745;Pltx 50 Bio repiqué;50;1
746;746;Pltx 50 Bio repiqué écarté;50;1
747;747;Pltx 600 Bio;600;1
748;748;Pltx 96 Bio;96;1
749;749;Plateaux 176 10G;176;10
750;750;Plateaux 176 5G;176;5
751;751;Plateaux 176 8G;176;8
752;752;Pltx 140 10G;140;10
753;753;Pltx 140 5G;140;5
754;754;Pltx 140 8G;140;8
755;755;Pltx 150 écarté 5G;150;5
756;756;Pltx 150 écarté taillé 10G;150;10
757;757;Pltx 150 écarté taillé 5G;150;5
758;758;Pltx 150 écarté taillé 8G;150;8
759;759;Pltx 240 Polystyrène 5G;240;5
760;760;Pltx 240 Polystyrène écarté 5G;240;5
761;761;Pltx 240 Polystyrène écarté taillé 10G;240;10
762;762;Pltx 240 Polystyrène écarté taillé 2G;240;2
763;763;Pltx 240 Polystyrène écarté taillé 5G;240;5
764;764;Pltx 240 Polystyrène écarté taillé 8G;240;8
765;765;Pltx 600;600;1
766;766;Plateaux 176 Bio 10G;176;10
767;767;Plateaux 176 Bio 5G;176;5
768;768;Plateaux 176 Bio 8G;176;8
769;769;Pltx 140 Bio 10G;140;10
770;770;Pltx 140 Bio 5G;140;5
771;771;Pltx 140 Bio 8G;140;8
772;772;Pltx 240 Polystyrène Bio écarté taillé 10G;240;10
773;773;Pltx 240 Polystyrène Bio écarté taillé 5G;240;5
774;774;Pltx 240 Polystyrène Bio écarté taillé 8G;240;8
775;775;Plateaux 176;176;5
776;776;Pltx 140;140;5
777;777;Pltx 150;150;6
778;778;Pltx 240 Polystyrène;240;6
779;779;Pltx 240 Polystyrène écarté;240;6
780;780;Pltx 240 Polystyrène écarté taillé;240;6
781;781;Pltx 240 STAMP plastique;240;6
782;782;Pltx 60;60;6
783;783;Pltx 96;96;6
784;784;Plateaux 176 Bio;176;5
785;785;Pltx 150 Bio;150;5
786;786;Pltx 240 Polystyrène Bio;240;5
787;787;Pltx 240 STAMP plastique Bio;240;5
788;788;Plx 140 Bio;140;5
789;789;Pltx 120;120;1
790;790;Pltx 120 greffé RS 841;120;1
791;791;Pltx 120 greffé RS 841 écarté;120;1
792;792;Pltx 120 laine roche écarté;120;1
793;793;Pltx 120 écarté;120;1
794;794;Pltx 140 trous greffé RS 841;140;1
795;795;Pltx 150 écarté;150;1
796;796;Pltx 18 greffé RS 841 écarté 2 Têtes;18;1
797;797;Pltx 240 Polystyrène;240;1
798;798;Pltx 240 Polystyrène écarté;240;1
799;799;Pltx 240 laine roche écarté;240;1
800;800;Pltx 28 greffé RS 841 laine de roche;28;1
801;801;Pltx 32 greffé Cobalt écarté;32;1
802;802;Pltx 32 greffé Custodian écarté;32;1
803;803;Pltx 32 greffé RS 841 écarté;32;1
804;804;Pltx 32 greffé RS 841 écarté 2 Têtes;32;1
805;805;Pltx 32 laine roche écarté;32;1
806;806;Pltx 32 repiqué;32;1
807;807;Pltx 32 repiqué laine roche écarté;32;1
808;808;Pltx 32 repiqué laine roche écarté tuteuré;32;1
809;809;Pltx 32 repiqué écarté;32;1
810;810;Pltx 32 repiqué écarté tuteuré;32;1
811;811;Pltx 40 greffé RS 841 taillé 1 tête;40;1
812;812;Pltx 40 greffé RS 841 taillé 2 têtes;40;1
813;813;Pltx 48 écarté;48;1
814;814;Pltx 48 écarté trié;48;1
815;815;Pltx 50 greffé Cobalt écarté;50;1
816;816;Pltx 50 greffé Custodian écarté;50;1
817;817;Pltx 50 greffé RS 841 écarté;50;1
818;818;Pltx 50 greffé écarté;50;1
819;819;Pltx 50 repiqué;50;1
820;820;Pltx 50 repiqué écarté;50;1
821;821;Pltx 60;60;1
822;822;Pltx 60 greffé Cobalt écarté;60;1
823;823;Pltx 60 greffé Combyne écarté;60;1
824;824;Pltx 60 greffé Custodian écarté;60;1
825;825;Pltx 60 greffé RS 841 écarté;60;1
826;826;Pltx 60 greffé RS 841 écarté taillé 2 têtes;60;1
827;827;Pltx 60 greffé RS 841 écarté taillé tuteuré 2 têtes;60;1
828;828;Pltx 60 greffé RS 841 écarté tuteuré;60;1
829;829;Pltx 90 greffé RS841;90;1
830;830;Pltx 90 greffé TZ148;90;1
831;831;Pltx 96;96;1
832;832;Pltx 96 greffé RS 841;96;1
833;833;Pltx 96 greffé RS 841 écarté;96;1
834;834;Pltx 96 greffé RS 841 écarté taillé;96;1
835;835;Pltx 96 écarté;96;1
836;836;Pltx 120 Bio;120;1
837;837;Pltx 120 Bio greffé RS 841;120;1
838;838;Pltx 120 Bio greffé RS 841 écarté;120;1
839;839;Pltx 120 Bio écarté;120;1
840;840;Pltx 140 Bio greffé RS 841;140;1
841;841;Pltx 150 Bio écarté taillé;150;1
842;842;Pltx 240 Polystyrène Bio;240;1
843;843;Pltx 240 Polystyrène Bio écarté;240;1
844;844;Pltx 32 Bio Greffé Cobalt écarté;32;1
845;845;Pltx 32 Bio Greffé Custodian écarté;32;1
846;846;Pltx 32 Bio Greffé RS 841 écarté;32;1
847;847;Pltx 32 Bio repiqué;32;1
848;848;Pltx 32 Bio repiqué écarté;32;1
849;849;Pltx 32 Bio repiqué écarté tuteuré;32;1
850;850;Pltx 40 Bio greffé Cobalt taillé 1 tête;40;1
851;851;Pltx 40 Bio greffé Flexifort taillé 1 tête;40;1
852;852;Pltx 40 Bio greffé RS 841 taillé 1 tête;40;1
853;853;Pltx 40 Bio greffé RS 841 taillé 2 têtes;40;1
854;854;Pltx 48 Bio écarté;48;1
855;855;Pltx 48 Bio écarté trié;48;1
856;856;Pltx 50 Bio greffé RS 841 écarté;50;1
857;857;Pltx 50 Bio repiqué;50;1
858;858;Pltx 50 Bio repiqué écarté;50;1
859;859;Pltx 60 Bio;60;1
860;860;Pltx 60 Bio Greffé Cobalt écarté;60;1
861;861;Pltx 60 Bio Greffé Custodian écarté;60;1
862;862;Pltx 60 Bio Greffé RS 841 écarté;60;1
863;863;Pltx 60 Bio Greffé écarté;60;1
864;864;Pltx 60 Bio greffé RS 841 écarté taillé 2 têtes;60;1
865;865;Pltx 60 Bio greffé RS 841 écarté taillé tuteuré 2 têtes;60;1
866;866;Pltx 60 Bio greffé RS 841 écarté tuteuré;60;1
867;867;Pltx 90 Bio greffé RS841;90;1
868;868;Pltx 90 Bio greffé TZ148;90;1
869;869;Pltx 96 Bio;96;1
870;870;Pltx 96 Bio greffé RS 841;96;1
871;871;Pltx 96 Bio greffé RS 841 écarté;96;1
872;872;Pltx 96 Bio greffé RS 841 écarté taillé;96;1
873;873;Pltx 96 Bio écarté;96;1
874;874;Plateaux 176;176;6
875;875;Pltx 120;120;6
876;876;Pltx 140;140;6
877;877;Pltx 150;150;5
878;878;Pltx 240 Polystyrène;240;6
879;879;Pltx 240 STAMP plastique;240;6
880;880;Pltx 60;60;6
881;881;Pltx 96;96;1
882;882;Plateaux 176 Bio;176;6
883;883;Pltx 150 Bio;150;6
884;884;Pltx 240 Polystyrène Bio;240;6
885;885;Pltx 240 STAMP plastique Bio;240;6
886;886;Plx 140 Bio;140;6
887;887;Pltx 120 écarté;120;1
888;888;Pltx 140 trous greffé RS 841;140;1
889;889;Pltx 240 Polystyrène écarté;240;1
890;890;Pltx 48 trié;48;1
891;891;Pltx 50 repiqué écarté;50;1
892;892;Pltx 60 greffé RS 841 écarté;60;1
893;893;Pltx 120 Bio écarté;120;1
894;894;Pltx 140 Bio greffé RS 841;140;1
895;895;Pltx 240 Polystyrène Bio écarté;240;1
896;896;Pltx 32 Bio;32;1
897;897;Pltx 32 Bio repiqué;32;1
898;898;Pltx 60 Bio greffé RS 841 écarté;60;1
899;899;Pltx 120 écarté;120;1
900;900;Pltx 150 écarté;150;1
901;901;Pltx 150 écarté taillé;150;1
902;902;Pltx 240 Polystyrène écarté;240;1
903;903;Pltx 32 repiqué;32;1
904;904;Pltx 32 repiqué écarté;32;1
905;905;Pltx 32 repiqué écarté taillé;32;1
906;906;Pltx 50 repiqué;50;1
907;907;Pltx 50 repiqué écarté;50;1
908;908;Pltx 50 repiqué écarté taillé;50;1
909;909;Pltx 60;60;1
910;910;Pltx 60 écarté;60;1
911;911;Pltx 96;96;1
912;912;Pltx 96 écarté;96;1
913;913;Pltx 96 écarté taillé;96;1
914;914;Pltx 120 Bio écarté;120;1
915;915;Pltx 150 Bio écarté taillé;150;1
916;916;Pltx 240 Polystyrène Bio écarté;240;1
917;917;Pltx 32 Bio repiqué écarté;32;1
918;918;Pltx 50 Bio repiqué;50;1
919;919;Pltx 50 Bio repiqué écarté;50;1
920;920;Pltx 50 Bio repiqué écarté taillé;50;1
921;921;Pltx 96 Bio écarté;96;1
922;922;Pltx 96 Bio écarté taillé;96;1
923;923;Pltx 120 écarté;120;1
924;924;Pltx 140 trous greffé RS 841;140;1
925;925;Pltx 150 écarté;150;1
926;926;Pltx 150 écarté taillé;150;1
927;927;Pltx 240 Polystyrène écarté;240;1
928;928;Pltx 32 repiqué;32;1
929;929;Pltx 32 repiqué écarté;32;1
930;930;Pltx 32 repiqué écarté taillé;32;1
931;931;Pltx 40 greffé RS 841;40;1
932;932;Pltx 50 repiqué;50;1
933;933;Pltx 50 repiqué écarté;50;1
934;934;Pltx 50 repiqué écarté taillé;50;1
935;935;Pltx 60;60;1
936;936;Pltx 60 greffé RS 841;60;1
937;937;Pltx 60 écarté;60;1
938;938;Pltx 96;96;1
939;939;Pltx 96 greffé RS 841;96;1
940;940;Pltx 96 greffé RS 841 écarté;96;1
941;941;Pltx 96 écarté;96;1
942;942;Pltx 96 écarté taillé;96;1
943;943;Pltx 120 Bio écarté;120;1
944;944;Pltx 140 Bio greffé RS 841;140;1
945;945;Pltx 150 Bio écarté taillé;150;1
946;946;Pltx 240 Polystyrène Bio écarté;240;1
947;947;Pltx 32 Bio repiqué;32;1
948;948;Pltx 32 Bio repiqué écarté;32;1
949;949;Pltx 32 Bio repiqué écarté taillé;32;1
950;950;Pltx 50 Bio repiqué;50;1
951;951;Pltx 50 Bio repiqué écarté;50;1
952;952;Pltx 50 Bio repiqué écarté taillé;50;1
953;953;Pltx 60 Bio écarté;60;1
954;954;Pltx 96 Bio;96;1
955;955;Pltx 96 Bio greffé RS 841;96;1
956;956;Pltx 96 Bio greffé RS 841 écarté;96;1
957;957;Pltx 96 Bio écarté;96;1
958;958;Pltx 96 Bio écarté taillé;96;1
959;959;Plateaux 176;176;1
960;960;Pltx 120;120;1
961;961;Pltx 140;140;1
962;962;Pltx 140;140;1
963;963;Pltx 140 repiqué;140;1
964;964;Pltx 150;150;1
965;965;Pltx 240 Polystyrène;240;1
966;966;Pltx 240 STAMP Plastique;240;1
967;967;Pltx 32;32;1
968;968;Pltx 48 écarté;48;1
969;969;Pltx 50;50;1
970;970;Pltx 50 repiqué;50;1
971;971;Pltx 50 repiqué écarté;50;1
972;972;Pltx 50 repiqué écarté taillé tuteuré;50;1
973;973;Pltx 50 repiqué écarté tuteuré;50;1
974;974;Pltx 60;60;1
975;975;Pltx 600;600;1
976;976;Pltx 84;84;1
977;977;Pltx 96;96;1
978;978;Plateaux 176 Bio;176;1
979;979;Pltx 120 Bio écarté;120;1
980;980;Pltx 140 Bio;140;1
981;981;Pltx 150 Bio;150;1
982;982;Pltx 240 Polystyrène Bio;240;1
983;983;Pltx 50 Bio repiqué écarté;50;1
984;984;Pltx 600 Bio;600;1
985;985;Plateaux 176 10G;176;10
986;986;Plateaux 176 5G;176;5
987;987;Plateaux 176 8G;176;8
988;988;Pltx 140 10G;140;10
989;989;Pltx 140 5G;140;5
990;990;Pltx 140 8G;140;8
991;991;Pltx 150 écarté 5G;150;5
992;992;Pltx 150 écarté taillé 10G;150;10
993;993;Pltx 150 écarté taillé 5G;150;5
994;994;Pltx 150 écarté taillé 8G;150;8
995;995;Pltx 240 Polystyrène 5G;240;5
996;996;Pltx 240 Polystyrène écarté 5G;240;5
997;997;Pltx 240 Polystyrène écarté taillé 10G;240;10
998;998;Pltx 240 Polystyrène écarté taillé 2G;240;2
999;999;Pltx 240 Polystyrène écarté taillé 5G;240;5
1000;1000;Pltx 240 Polystyrène écarté taillé 8G;240;8
1001;1001;Pltx 600;600;1
1002;1002;Plateaux 176 Bio 10G;176;10
1003;1003;Plateaux 176 Bio 5G;176;5
1004;1004;Plateaux 176 Bio 8G;176;8
1005;1005;Pltx 140 Bio 10G;140;10
1006;1006;Pltx 140 Bio 5G;140;5
1007;1007;Pltx 140 Bio 8G;140;8
1008;1008;Pltx 240 Polystyrène Bio écarté taillé 10G;240;10
1009;1009;Pltx 240 Polystyrène Bio écarté taillé 5G;240;5
1010;1010;Pltx 240 Polystyrène Bio écarté taillé 8G;240;8
1011;1011;Plateaux 176 1G;176;1
1012;1012;Plateaux 176 2G et plus;176;3
1013;1013;Plateaux 240 Polystyrène;240;1
1014;1014;Pltx 140 1G;140;1
1015;1015;Pltx 140 2G et plus;140;3
1016;1016;Pltx 150 1G;150;1
1017;1017;Pltx 150 2G et plus;150;3
1018;1018;Plateaux 176 Bio 1G;176;1
1019;1019;Plateaux 176 Bio 2G et plus;176;3
1020;1020;Pltx 140 Bio 1G;140;1
1021;1021;Pltx 140 Bio 2G et plus;140;3
1022;1022;Pltx 150 Bio 1G;150;4
1023;1023;Pltx 150 Bio 2G et plus;150;3
1024;1024;Pltx 240 Polystyrène Bio;240;1
1025;1025;Plateaux 176;176;5
1026;1026;Pltx 140;140;5
1027;1027;Pltx 150;150;5
1028;1028;Pltx 150 8 graines;150;8
1029;1029;Pltx 240 Polystyrène;240;5
1030;1030;Pltx 240 STAMP plastique;240;5
1031;1031;Pltx 60;60;5
1032;1032;Pltx 96;96;5
1033;1033;Plateaux 176 Bio;176;4
1034;1034;Pltx 150 Bio;150;4
1035;1035;Pltx 240 Polystyrène Bio;240;4
1036;1036;Pltx 240 STAMP plastique Bio;240;4
1037;1037;Plx 140 Bio;140;4
1038;1038;Plateaux 176;176;1
1039;1039;Pltx 120 écarté taillé;120;1
1040;1040;Pltx 140;140;1
1041;1041;Pltx 150 écarté taillé;150;1
1042;1042;Pltx 240 Polystyrène écarté taillé;240;1
1043;1043;Pltx 240 STAMP Plastique écarté taillé;240;1
1044;1044;Pltx 96 écarté taillé;96;1
1045;1045;Plateaux 176 Bio;176;1
1046;1046;Pltx 120 Bio écarté taillé;120;1
1047;1047;Pltx 140 Bio;140;1
1048;1048;Pltx 150 Bio écarté taillé;150;1
1049;1049;Pltx 240 Polystyrène Bio écarté taillé;240;1
1050;1050;Pltx 140 repiqué;140;1
1051;1051;Pltx 240 Polystyrène;240;1
1052;1052;Pltx 240 Polystyrène Bio;240;1
1053;1053;Plateaux 176;176;1
1054;1054;Plateaux 240 Polystyrène;240;1
1055;1055;Pltx 140;140;1
1056;1056;Plateaux 176 Bio;176;1
1057;1057;Pltx 140 Bio;140;1
1058;1058;Pltx 240 Polystyrène Bio;240;1
1059;1059;Pltx 120 écarté 3 graines;120;3
1060;1060;Pltx 150 écarté 1 graine;150;1
1061;1061;Pltx 240 Polystyrène écarté 1 graine;240;1
1062;1062;Pltx 32 écarté 1 graine;32;1
1063;1063;Pltx 32 écarté 2 graines;32;2
1064;1064;Pltx 32 écarté 3 graines;32;3
1065;1065;Pltx 32 écarté 4 graines;32;4
1066;1066;Pltx 50 écarté   1 graine;50;1
1067;1067;Pltx 50 écarté 2 graines;50;2
1068;1068;Pltx 50 écarté 3 graines;50;3
1069;1069;Pltx 50 écarté 4 graines;50;4
1070;1070;Pltx 96 écarté 1 graine;96;1
1071;1071;Pltx 96 écarté 2 graines;96;2
1072;1072;Pltx 96 écarté 3 graines;96;3
1073;1073;Pltx 96 écarté 4 graines;96;4
1074;1074;Pltx 120 écarté 1 graine;120;1
1075;1075;Pltx 150 Bio écarté 1 graine;150;1
1076;1076;Pltx 240 Polystyrène écarté 1 graine BIO;240;1
1077;1077;Pltx 32 Bio écarté 1graine;32;1
1078;1078;Pltx 32 Bio écarté 2 graines;32;2
1079;1079;Pltx 32 Bio écarté 3 graines;32;3
1080;1080;Pltx 32 Bio écarté 4 graines;32;4
1081;1081;Pltx 50 Bio écarté 1 graine;50;1
1082;1082;Pltx 50 Bio écarté 2 graines;50;2
1083;1083;Pltx 50 Bio écarté 3 graines;50;3
1084;1084;Pltx 50 Bio écarté 4 graines;50;4
1085;1085;Pltx 60 Bio;60;1
1086;1086;Pltx 96 Bio écarté 1 graine;96;1
1087;1087;Pltx 96 Bio écarté 2 graines;96;2
1088;1088;Pltx 96 Bio écarté 3 graines;96;3
1089;1089;Pltx 96 Bio écarté 4 graines;96;4
1090;1090;Plateaux 176;176;1
1091;1091;Pltx 140;140;1
1092;1092;Plateaux 176 Bio;176;1
1093;1093;Pltx 140 Bio;140;1
1094;1094;Pltx 240 Polystyrène Bio;240;1
1095;1095;Plateaux 176;176;1
1096;1096;Plateaux 240 Polystyrène;240;1
1097;1097;Pltx 140;140;1
1098;1098;Plateaux 176;176;1
1099;1099;Plateaux 240 Polystyrène;240;1
1100;1100;Pltx 140;140;1
1101;1101;Pltx 140 repiqué;140;1
1102;1102;Plateaux 176 Bio;176;1
1103;1103;Pltx 140 Bio;140;1
1104;1104;Pltx 240 Polystyrène Bio;240;1
1105;1105;Plateaux 176;176;1
1106;1106;Plateaux 240 Polystyrène;240;1
1107;1107;Pltx 140;140;1
1108;1108;Plateaux 176 Bio;176;1
1109;1109;Pltx 140 Bio;140;1
1110;1110;Pltx 240 Polystyrène Bio;240;1
1111;1111;Pltx 240 Polystyrène;240;1
1112;1112;Pltx 150;150;6
1113;1113;Pltx 240 Polystyrène;240;6
1114;1114;Pltx 240 STAMP plastique;240;6
1115;1115;Pltx 60;60;6
1116;1116;Pltx 96;96;6
1117;1117;Plateaux 176;176;1
1118;1118;Pltx 140;140;1
1119;1119;Plateaux 176 Bio;176;1
1120;1120;Pltx 140 Bio;140;1
1121;1121;Pltx 240 Polystyrène Bio;240;1
1122;1122;Plateaux 176;176;1
1123;1123;Pltx 140;140;1
1124;1124;Plateaux 176 Bio;176;1
1125;1125;Pltx 140 Bio;140;1
1126;1126;Pltx 240 Polystyrène Bio;240;1
1127;1127;Plateaux 176 6G;176;6
1128;1128;Plateaux 240 Polystyrène 6G;240;6
1129;1129;Pltx 140 6G;140;6
1130;1130;Plateaux 176 Bio;176;6
1131;1131;Pltx 140 Bio;140;6
1132;1132;Pltx 120;120;1
1133;1133;Pltx 240 Polystyrène;240;1
1134;1134;Pltx 240 Polystyrène Bio;240;1
1135;1135;Pltx 150;150;1
1136;1136;Pltx 240 Polystyrène;240;1
1137;1137;Pltx 240 STAMP plastique;240;1
1138;1138;Pltx 120 greffé Camelforce;120;1
1139;1139;Pltx 120 greffé RS 841;120;1
1140;1140;Pltx 120 écarté;120;1
1141;1141;Pltx 120 écarté taillé;120;1
1142;1142;Pltx 140 trous greffé Camelforce;140;1
1143;1143;Pltx 140 trous greffé RS 841;140;1
1144;1144;Pltx 150 écarté;150;1
1145;1145;Pltx 240 Polystyrène écarté;240;1
1146;1146;Pltx 240 Polystyrène écarté taillé;240;1
1147;1147;Pltx 32 greffé Camelforce;32;1
1148;1148;Pltx 32 greffé Camelforce taillé;32;1
1149;1149;Pltx 32 greffé RS 841;32;1
1150;1150;Pltx 32 greffé RS 841 taillé;32;1
1151;1151;Pltx 32 repiqué écarté;32;1
1152;1152;Pltx 32 repiqué écarté taillé;32;1
1153;1153;Pltx 40 greffé Camelforce;40;1
1154;1154;Pltx 40 greffé RS 841;40;1
1155;1155;Pltx 40 greffé taillé Camelforce;40;1
1156;1156;Pltx 40 greffé taillé RS 841;40;1
1157;1157;Pltx 48;48;1
1158;1158;Pltx 48 greffé Camelforce taillé;48;1
1159;1159;Pltx 48 greffé RS 841 taillé;48;1
1160;1160;Pltx 50 greffé Camelforce;50;1
1161;1161;Pltx 50 greffé Camelforce taillé;50;1
1162;1162;Pltx 50 greffé RS 841;50;1
1163;1163;Pltx 50 greffé RS 841 taillé;50;1
1164;1164;Pltx 50 repiqué écarté;50;1
1165;1165;Pltx 50 repiqué écarté taillé;50;1
1166;1166;Pltx 60;60;1
1167;1167;Pltx 60 greffé Camelforce;60;1
1168;1168;Pltx 60 greffé Camelforce taillé;60;1
1169;1169;Pltx 60 greffé Dinero taillé;60;1
1170;1170;Pltx 60 greffé RS 841;60;1
1171;1171;Pltx 60 greffé RS 841 taillé;60;1
1172;1172;Pltx 60 greffé TZ 148 taillé;60;1
1173;1173;Pltx 60 greffé Vigus;60;1
1174;1174;Pltx 60 taillé;60;1
1175;1175;Pltx 600;600;1
1176;1176;Pltx 90 greffé Camelforce;90;1
1177;1177;Pltx 90 greffé RS841;90;1
1178;1178;Pltx 90 greffé Sintosa;90;1
1179;1179;Pltx 90 greffé TZ148;90;1
1180;1180;Pltx 96;96;1
1181;1181;Pltx 96 greffé Camelforce;96;1
1182;1182;Pltx 96 greffé Camelforce taillé;96;1
1183;1183;Pltx 96 greffé RS 841;96;1
1184;1184;Pltx 96 greffé RS 841 taillé;96;1
1185;1185;Pltx 96 taillé;96;1
1186;1186;Pltx 96 écarté;96;1
1187;1187;Pltx 96 écarté taillé;96;1
1188;1188;Pltx 120 Bio greffé RS 841 écarté;120;1
1189;1189;Pltx 120 Bio greffé Torum écarté;120;1
1190;1190;Pltx 120 Bio écarté;120;1
1191;1191;Pltx 120 Bio écarté taillé;120;1
1192;1192;Pltx 140 Bio greffé Camelforce;140;1
1193;1193;Pltx 140 Bio greffé RS 841;140;1
1194;1194;Pltx 140 Bio greffé Torum;140;1
1195;1195;Pltx 150 BIO écarté;150;1
1196;1196;Pltx 240 Polystyrène Bio écarté;240;1
1197;1197;Pltx 240 Polystyrène Bio écarté taillé;240;1
1198;1198;Pltx 32 Bio greffé Camelforce;32;1
1199;1199;Pltx 32 Bio greffé Camelforce taillé;32;1
1200;1200;Pltx 32 Bio greffé RS 841;32;1
